ID,Police Station,Destination,Address,Phone,Latitude,Longitude,District,Province
1587,Police Station Bajura,Martadi,"Bajura, Nepal",,29.4200,81.4200,Bajura,Sudurpashchim
1588,Police Station Achham,Mangalsen,"Achham, Nepal",,29.1300,81.2500,Achham,Sudurpashchim
1589,Police Station Jhapa,Bhadrapur,"Jhapa, Nepal",,26.5400,88.0900,Jhapa,Koshi
1590,Police Station Morang,Biratnagar,"Morang, Nepal",,26.4500,87.2700,Morang,Koshi
1591,Police Station Sunsari,Dharan,"Sunsari, Nepal",,26.8100,87.2800,Sunsari,Koshi
1592,Police Station Ilam,Ilam,"Ilam, Nepal",,26.9100,87.9300,Ilam,Koshi
1593,Police Station Dhankuta,Dhankuta,"Dhankuta, Nepal",,26.9800,87.3400,Dhankuta,Koshi
1594,Police Station Bhojpur,Bhojpur,"Bhojpur, Nepal",,27.1700,87.0500,Bhojpur,Koshi
1595,Police Station Khotang,Diktel,"Khotang, Nepal",,27.2100,86.7900,Khotang,Koshi
1596,Police Station Solukhumbu,Salleri,"Solukhumbu, Nepal",,27.7900,86.7200,Solukhumbu,Koshi
1597,Police Station Taplejung,Phungling,"Taplejung, Nepal",,27.3500,87.6700,Taplejung,Koshi
1598,Police Station Panchthar,Phidim,"Panchthar, Nepal",,27.1500,87.7500,Panchthar,Koshi
1599,Police Station Udayapur,Gaighat,"Udayapur, Nepal",,26.8000,86.7000,Udayapur,Koshi
1600,Police Station Siraha,Lahan,"Siraha, Nepal",,26.7200,86.4800,Siraha,Madhesh
1601,Police Station Saptari,Rajbiraj,"Saptari, Nepal",,26.5400,86.7500,Saptari,Madhesh
1602,Police Station Dhanusha,Janakpur,"Dhanusha, Nepal",,26.7300,85.9200,Dhanusha,Madhesh
1603,Police Station Mahottari,Jaleshwar,"Mahottari, Nepal",,26.6500,85.8000,Mahottari,Madhesh
1604,Police Station Sarlahi,Malangwa,"Sarlahi, Nepal",,26.8600,85.5600,Sarlahi,Madhesh
1605,Police Station Rautahat,Gaur,"Rautahat, Nepal",,26.7700,85.2700,Rautahat,Madhesh
1606,Police Station Bara,Kalaiya,"Bara, Nepal",,26.9900,84.8700,Bara,Madhesh
1607,Police Station Parsa,Birgunj,"Parsa, Nepal",,27.0100,84.8800,Parsa,Madhesh
1608,Police Station Kathmandu Metropolitan,Kathmandu,"Kathmandu, Nepal",,27.7172,85.3240,Kathmandu,Bagmati
1609,Police Station Lalitpur Metropolitan,Lalitpur,"Lalitpur, Nepal",,27.6700,85.3150,Lalitpur,Bagmati
1610,Police Station Bhaktapur Metropolitan,Bhaktapur,"Bhaktapur, Nepal",,27.6720,85.4290,Bhaktapur,Bagmati
1611,Police Station Tokha,Tokha,"Kathmandu, Nepal",,27.7600,85.3250,Kathmandu,Bagmati
1612,Police Station Budhanilkantha,Budhanilkantha,"Kathmandu, Nepal",,27.7800,85.3600,Kathmandu,Bagmati
1613,Police Station Kapan,Kapan,"Kathmandu, Nepal",,27.7550,85.3600,Kathmandu,Bagmati
1614,Police Station Balaju,Balaju,"Kathmandu, Nepal",,27.7350,85.3000,Kathmandu,Bagmati
1615,Police Station Gongabu,Gongabu,"Kathmandu, Nepal",,27.7350,85.3140,Kathmandu,Bagmati
1616,Police Station Kalanki,Kalanki,"Kathmandu, Nepal",,27.6930,85.2800,Kathmandu,Bagmati
1617,Police Station Koteshwor,Koteshwor,"Kathmandu, Nepal",,27.6780,85.3480,Kathmandu,Bagmati
1618,Police Station Chabahil,Chabahil,"Kathmandu, Nepal",,27.7180,85.3480,Kathmandu,Bagmati
1619,Police Station Boudha,Boudha,"Kathmandu, Nepal",,27.7210,85.3620,Kathmandu,Bagmati
1620,Police Station Baneshwor,Baneshwor,"Kathmandu, Nepal",,27.6920,85.3420,Kathmandu,Bagmati
1621,Police Station Kirtipur,Kirtipur,"Kathmandu, Nepal",,27.6780,85.2770,Kathmandu,Bagmati
1622,Police Station Thamel,Thamel,"Kathmandu, Nepal",,27.7150,85.3120,Kathmandu,Bagmati
1623,Police Station Teku,Teku,"Kathmandu, Nepal",,27.6950,85.3060,Kathmandu,Bagmati
1624,Police Station Gaushala,Gaushala,"Kathmandu, Nepal",,27.7090,85.3480,Kathmandu,Bagmati
1625,Police Station Airport,Kathmandu Airport,"Kathmandu, Nepal",,27.6966,85.3591,Kathmandu,Bagmati
1626,Police Station Pashupati,Pashupati,"Kathmandu, Nepal",,27.7100,85.3500,Kathmandu,Bagmati
1627,Police Station Satdobato,Satdobato,"Lalitpur, Nepal",,27.6570,85.3240,Lalitpur,Bagmati
1628,Police Station Jawalakhel,Jawalakhel,"Lalitpur, Nepal",,27.6750,85.3150,Lalitpur,Bagmati
1629,Police Station Gwarko,Gwarko,"Lalitpur, Nepal",,27.6650,85.3300,Lalitpur,Bagmati
1630,Police Station Imadol,Imadol,"Lalitpur, Nepal",,27.6500,85.3700,Lalitpur,Bagmati
1631,Police Station Thecho,Thecho,"Lalitpur, Nepal",,27.6200,85.3300,Lalitpur,Bagmati
1632,Police Station Harisiddhi,Harisiddhi,"Lalitpur, Nepal",,27.6500,85.3300,Lalitpur,Bagmati
1633,Police Station Thimi,Thimi,"Bhaktapur, Nepal",,27.6800,85.3870,Bhaktapur,Bagmati
1634,Police Station Jagati,Jagati,"Bhaktapur, Nepal",,27.6500,85.4450,Bhaktapur,Bagmati
1635,Police Station Suryabinayak,Suryabinayak,"Bhaktapur, Nepal",,27.6650,85.4300,Bhaktapur,Bagmati
1636,Police Station Nagarkot,Nagarkot,"Bhaktapur, Nepal",,27.7150,85.5200,Bhaktapur,Bagmati
1637,Police Station Dhulikhel,Dhulikhel,"Kavrepalanchok, Nepal",,27.6200,85.5400,Kavrepalanchok,Bagmati
1638,Police Station Banepa,Banepa,"Kavrepalanchok, Nepal",,27.6300,85.5200,Kavrepalanchok,Bagmati
1639,Police Station Panauti,Panauti,"Kavrepalanchok, Nepal",,27.5800,85.5100,Kavrepalanchok,Bagmati
1640,Police Station Panchkhal,Panchkhal,"Kavrepalanchok, Nepal",,27.6500,85.6200,Kavrepalanchok,Bagmati
1641,Police Station Hetauda,Hetauda,"Makwanpur, Nepal",,27.4300,85.0300,Makwanpur,Bagmati
1642,Police Station Bhimphedi,Bhimphedi,"Makwanpur, Nepal",,27.5500,85.1500,Makwanpur,Bagmati
1643,Police Station Manahari,Manahari,"Makwanpur, Nepal",,27.5500,84.9500,Makwanpur,Bagmati
1644,Police Station Bharatpur,Bharatpur,"Chitwan, Nepal",,27.6800,84.4300,Chitwan,Bagmati
1645,Police Station Ratnanagar,Ratnanagar,"Chitwan, Nepal",,27.6200,84.5000,Chitwan,Bagmati
1646,Police Station Pokhara,Pokhara,"Kaski, Nepal",,28.2257,83.9893,Kaski,Gandaki
1647,Police Station Lakeside,Lakeside,"Kaski, Nepal",,28.2100,83.9600,Kaski,Gandaki
1648,Police Station Hemja,Hemja,"Kaski, Nepal",,28.2600,83.9100,Kaski,Gandaki
1649,Police Station Lekhnath,Lekhnath,"Kaski, Nepal",,28.1700,84.0550,Kaski,Gandaki
1650,Police Station Sarangkot,Sarangkot,"Kaski, Nepal",,28.2500,83.9500,Kaski,Gandaki
1651,Police Station Besisahar,Besisahar,"Lamjung, Nepal",,28.2300,84.0100,Lamjung,Gandaki
1652,Police Station Sundarbazar,Sundarbazar,"Lamjung, Nepal",,28.1200,84.3000,Lamjung,Gandaki
1653,Police Station Damauli,Damauli,"Tanahun, Nepal",,27.9730,84.2400,Tanahun,Gandaki
1654,Police Station Bandipur,Bandipur,"Tanahun, Nepal",,27.9400,84.4100,Tanahun,Gandaki
1655,Police Station Gorkha,Gorkha,"Gorkha, Nepal",,28.0000,84.6330,Gorkha,Gandaki
1656,Police Station Palungtar,Palungtar,"Gorkha, Nepal",,27.9500,84.6000,Gorkha,Gandaki
1657,Police Station Chame,Chame,"Manang, Nepal",,28.5500,84.2300,Manang,Gandaki
1658,Police Station Jomsom,Jomsom,"Mustang, Nepal",,28.7800,83.7200,Mustang,Gandaki
1659,Police Station Marpha,Marpha,"Mustang, Nepal",,28.7500,83.6900,Mustang,Gandaki
1660,Police Station Tatopani,Tatopani,"Myagdi, Nepal",,28.5000,83.6500,Myagdi,Gandaki
1661,Police Station Beni,Beni,"Myagdi, Nepal",,28.3500,83.5700,Myagdi,Gandaki
1662,Police Station Galeshwor,Galeshwor,"Myagdi, Nepal",,28.4200,83.6000,Myagdi,Gandaki
1663,Police Station Baglung,Baglung,"Baglung, Nepal",,28.2700,83.5900,Baglung,Gandaki
1664,Police Station Burtibang,Burtibang,"Baglung, Nepal",,28.3300,83.1300,Baglung,Gandaki
1665,Police Station Kushma,Kushma,"Parbat, Nepal",,28.2200,83.6800,Parbat,Gandaki
1666,Police Station Phalebas,Phalebas,"Parbat, Nepal",,28.1700,83.6700,Parbat,Gandaki
1667,Police Station Putalibazar,Putalibazar,"Syangja, Nepal",,28.1000,83.8700,Syangja,Gandaki
1668,Police Station Waling,Waling,"Syangja, Nepal",,27.9800,83.7600,Syangja,Gandaki
1669,Police Station Galyang,Galyang,"Syangja, Nepal",,27.9500,83.5500,Syangja,Gandaki
1670,Police Station Tansen,Tansen,"Palpa, Nepal",,27.8700,83.5500,Palpa,Lumbini
1671,Police Station Rampur,Rampur,"Palpa, Nepal",,27.9200,83.9100,Palpa,Lumbini
1672,Police Station Ridi,Ridi,"Gulmi, Nepal",,27.9500,83.3000,Gulmi,Lumbini
1673,Police Station Tamghas,Tamghas,"Gulmi, Nepal",,28.0800,83.2500,Gulmi,Lumbini
1674,Police Station Sandhikharka,Sandhikharka,"Arghakhanchi, Nepal",,27.9500,83.1200,Arghakhanchi,Lumbini
1675,Police Station Krishnanagar,Krishnanagar,"Kapilvastu, Nepal",,27.4300,83.1200,Kapilvastu,Lumbini
1676,Police Station Taulihawa,Taulihawa,"Kapilvastu, Nepal",,27.5500,83.0500,Kapilvastu,Lumbini
1677,Police Station Butwal,Butwal,"Rupandehi, Nepal",,27.7000,83.4500,Rupandehi,Lumbini
1678,Police Station Sainamaina,Sainamaina,"Rupandehi, Nepal",,27.6500,83.3500,Rupandehi,Lumbini
1679,Police Station Bhairahawa,Bhairahawa,"Rupandehi, Nepal",,27.5000,83.4500,Rupandehi,Lumbini
1680,Police Station Lumbini,Lumbini,"Rupandehi, Nepal",,27.4700,83.2800,Rupandehi,Lumbini
1681,Police Station Nepalgunj,Nepalgunj,"Banke, Nepal",,28.0500,81.6200,Banke,Lumbini
1682,Police Station Kohalpur,Kohalpur,"Banke, Nepal",,28.2100,81.6800,Banke,Lumbini
1683,Police Station Khajura,Khajura,"Banke, Nepal",,28.1000,81.6500,Banke,Lumbini
1684,Police Station Ghorahi,Ghorahi,"Dang, Nepal",,28.0300,82.4800,Dang,Lumbini
1685,Police Station Tulsipur,Tulsipur,"Dang, Nepal",,28.1300,82.3000,Dang,Lumbini
1686,Police Station Lamahi,Lamahi,"Dang, Nepal",,27.8500,82.5500,Dang,Lumbini
1687,Police Station Gulariya,Gulariya,"Bardiya, Nepal",,28.2300,81.3400,Bardiya,Lumbini
1688,Police Station Rajapur,Rajapur,"Bardiya, Nepal",,28.8800,81.1000,Bardiya,Lumbini
1689,Police Station Dhangadhi,Dhangadhi,"Kailali, Nepal",,28.7000,80.5900,Kailali,Sudurpashchim
1690,Police Station Attariya,Attariya,"Kailali, Nepal",,28.9800,80.6200,Kailali,Sudurpashchim
1691,Police Station Tikapur,Tikapur,"Kailali, Nepal",,28.5200,81.1200,Kailali,Sudurpashchim
1692,Police Station Bhimdatta,Bhimdatta,"Kanchanpur, Nepal",,28.9600,80.1800,Kanchanpur,Sudurpashchim
1693,Police Station Dadeldhura,Dadeldhura,"Dadeldhura, Nepal",,29.3000,80.5800,Dadeldhura,Sudurpashchim
1694,Police Station Baitadi,Dasharathchand,"Baitadi, Nepal",,29.5200,80.4300,Baitadi,Sudurpashchim
1695,Police Station Darchula,Khalanga,"Darchula, Nepal",,29.8500,80.5500,Darchula,Sudurpashchim
1696,Police Station Chainpur,Chainpur,"Bajhang, Nepal",,29.5500,81.1800,Bajhang,Sudurpashchim
1697,Police Station Martadi,Martadi,"Bajura, Nepal",,29.4200,81.4200,Bajura,Sudurpashchim
1698,Police Station Mangalsen,Mangalsen,"Achham, Nepal",,29.1300,81.2500,Achham,Sudurpashchim
1699,Police Station Biratnagar,Biratnagar,"Morang, Nepal",,26.4500,87.2700,Morang,Koshi
1700,Police Station Dharan,Dharan,"Sunsari, Nepal",,26.8100,87.2800,Sunsari,Koshi
1701,Police Station Itahari,Itahari,"Sunsari, Nepal",,26.6600,87.2700,Sunsari,Koshi
1702,Police Station Inaruwa,Inaruwa,"Sunsari, Nepal",,26.6100,87.1400,Sunsari,Koshi
1703,Police Station Biratchowk,Biratchowk,"Morang, Nepal",,26.7000,87.4200,Morang,Koshi
1704,Police Station Urlabari,Urlabari,"Morang, Nepal",,26.5000,87.6300,Morang,Koshi
1705,Police Station Rangeli,Rangeli,"Morang, Nepal",,26.4500,87.3000,Morang,Koshi
1706,Police Station Belbari,Belbari,"Morang, Nepal",,26.6800,87.4300,Morang,Koshi
1707,Police Station Birtamode,Birtamode,"Jhapa, Nepal",,26.6400,88.0000,Jhapa,Koshi
1708,Police Station Bhadrapur,Bhadrapur,"Jhapa, Nepal",,26.5400,88.0900,Jhapa,Koshi
1709,Police Station Damak,Damak,"Jhapa, Nepal",,26.6600,87.7000,Jhapa,Koshi
1710,Police Station Kakarbhitta,Kakarbhitta,"Jhapa, Nepal",,26.6400,88.1500,Jhapa,Koshi
1711,Police Station Mechinagar,Mechinagar,"Jhapa, Nepal",,26.6500,88.1500,Jhapa,Koshi
1712,Police Station Ilam,Ilam,"Ilam, Nepal",,26.9100,87.9300,Ilam,Koshi
1713,Police Station Fikkal,Fikkal,"Ilam, Nepal",,26.8900,88.0800,Ilam,Koshi
1714,Police Station Phidim,Phidim,"Panchthar, Nepal",,27.1500,87.7500,Panchthar,Koshi
1715,Police Station Taplejung,Phungling,"Taplejung, Nepal",,27.3500,87.6700,Taplejung,Koshi
1716,Police Station Myanglung,Myanglung,"Terhathum, Nepal",,27.1300,87.5500,Terhathum,Koshi
1717,Police Station Dhankuta,Dhankuta,"Dhankuta, Nepal",,26.9800,87.3400,Dhankuta,Koshi
1718,Police Station Hile,Hile,"Dhankuta, Nepal",,27.0100,87.3000,Dhankuta,Koshi
1719,Police Station Bhojpur,Bhojpur,"Bhojpur, Nepal",,27.1700,87.0500,Bhojpur,Koshi
1720,Police Station Khandbari,Khandbari,"Sankhuwasabha, Nepal",,27.3800,87.2000,Sankhuwasabha,Koshi
1721,Police Station Chainpur,Chainpur,"Sankhuwasabha, Nepal",,27.2800,87.3000,Sankhuwasabha,Koshi
1722,Police Station Diktel,Diktel,"Khotang, Nepal",,27.2100,86.7900,Khotang,Koshi
1723,Police Station Halesi,Halesi,"Khotang, Nepal",,27.3600,86.7000,Khotang,Koshi
1724,Police Station Salleri,Salleri,"Solukhumbu, Nepal",,27.7900,86.7200,Solukhumbu,Koshi
1725,Police Station Namche,Namche,"Solukhumbu, Nepal",,27.8050,86.7200,Solukhumbu,Koshi
1726,Police Station Lukla,Lukla,"Solukhumbu, Nepal",,27.6900,86.7300,Solukhumbu,Koshi
1727,Police Station Gaighat,Gaighat,"Udayapur, Nepal",,26.8000,86.7000,Udayapur,Koshi
1728,Police Station Katari,Katari,"Udayapur, Nepal",,26.0300,86.1700,Udayapur,Koshi
1729,Police Station Rajbiraj,Rajbiraj,"Saptari, Nepal",,26.5400,86.7500,Saptari,Madhesh
1730,Police Station Kanchanpur,Kanchanpur,"Saptari, Nepal",,26.6000,86.8000,Saptari,Madhesh
1731,Police Station Lahan,Lahan,"Siraha, Nepal",,26.7200,86.4800,Siraha,Madhesh
1732,Police Station Mirchaiya,Mirchaiya,"Siraha, Nepal",,26.7800,86.2500,Siraha,Madhesh
1733,Police Station Janakpur,Janakpur,"Dhanusha, Nepal",,26.7300,85.9200,Dhanusha,Madhesh
1734,Police Station Bardibas,Bardibas,"Mahottari, Nepal",,26.9900,85.9000,Mahottari,Madhesh
1735,Police Station Jaleshwar,Jaleshwar,"Mahottari, Nepal",,26.6500,85.8000,Mahottari,Madhesh
1736,Police Station Malangwa,Malangwa,"Sarlahi, Nepal",,26.8600,85.5600,Sarlahi,Madhesh
1737,Police Station Lalbandi,Lalbandi,"Sarlahi, Nepal",,27.0300,85.5500,Sarlahi,Madhesh
1738,Police Station Gaur,Gaur,"Rautahat, Nepal",,26.7700,85.2700,Rautahat,Madhesh
1739,Police Station Chandrapur,Chandrapur,"Rautahat, Nepal",,27.0000,85.4200,Rautahat,Madhesh
1740,Police Station Kalaiya,Kalaiya,"Bara, Nepal",,26.9900,84.8700,Bara,Madhesh
1741,Police Station Nijgadh,Nijgadh,"Bara, Nepal",,27.2100,85.1500,Bara,Madhesh
1742,Police Station Birgunj,Birgunj,"Parsa, Nepal",,27.0100,84.8800,Parsa,Madhesh
1743,Police Station Pokhariya,Pokhariya,"Parsa, Nepal",,27.0700,84.6700,Parsa,Madhesh
1744,Police Station Hetauda,Hetauda,"Makwanpur, Nepal",,27.4300,85.0300,Makwanpur,Bagmati
1745,Police Station Sindhulimadhi,Sindhuli,"Sindhuli, Nepal",,27.2500,85.9700,Sindhuli,Bagmati
1746,Police Station Manthali,Manthali,"Ramechhap, Nepal",,27.3900,86.0600,Ramechhap,Bagmati
1747,Police Station Charikot,Charikot,"Dolakha, Nepal",,27.6700,86.0500,Dolakha,Bagmati
1748,Police Station Chautara,Chautara,"Sindhupalchok, Nepal",,27.7800,85.7100,Sindhupalchok,Bagmati
1749,Police Station Bidur,Bidur,"Nuwakot, Nepal",,27.9200,85.1600,Nuwakot,Bagmati
1750,Police Station Dhading,Dhadingbesi,"Dhading, Nepal",,27.8700,84.9200,Dhading,Bagmati
1751,Police Station Kathmandu,Kathmandu,"Kathmandu, Nepal",,27.7172,85.3240,Kathmandu,Bagmati
1752,Police Station Pokhara,Pokhara,"Kaski, Nepal",,28.2257,83.9893,Kaski,Gandaki
1753,Police Station Bharatpur,Bharatpur,"Chitwan, Nepal",,27.6800,84.4300,Chitwan,Bagmati
1754,Police Station Butwal,Butwal,"Rupandehi, Nepal",,27.7000,83.4500,Rupandehi,Lumbini
1755,Police Station Nepalgunj,Nepalgunj,"Banke, Nepal",,28.0500,81.6200,Banke,Lumbini
1756,Police Station Biratnagar,Biratnagar,"Morang, Nepal",,26.4500,87.2700,Morang,Koshi
1757,Police Station Dhangadhi,Dhangadhi,"Kailali, Nepal",,28.7000,80.5900,Kailali,Sudurpashchim
1758,Police Station Surkhet,Birendranagar,"Surkhet, Nepal",,28.6000,81.6300,Surkhet,Karnali
1759,Police Station Janakpur,Janakpur,"Dhanusha, Nepal",,26.7300,85.9200,Dhanusha,Madhesh
1760,Police Station Lalitpur,Lalitpur,"Lalitpur, Nepal",,27.6700,85.3150,Lalitpur,Bagmati
1761,Police Station Bhaktapur,Bhaktapur,"Bhaktapur, Nepal",,27.6720,85.4290,Bhaktapur,Bagmati
1762,Police Station Tansen,Tansen,"Palpa, Nepal",,27.8700,83.5500,Palpa,Lumbini
1763,Police Station Beni,Beni,"Myagdi, Nepal",,28.3500,83.5700,Myagdi,Gandaki
1764,Police Station Gorkha,Gorkha,"Gorkha, Nepal",,28.0000,84.6330,Gorkha,Gandaki
1765,Police Station Ilam,Ilam,"Ilam, Nepal",,26.9100,87.9300,Ilam,Koshi
1766,Police Station Dhankuta,Dhankuta,"Dhankuta, Nepal",,26.9800,87.3400,Dhankuta,Koshi
1767,Police Station Dolpa,Dunai,"Dolpa, Nepal",,29.0000,82.8200,Dolpa,Karnali
1768,Police Station Jumla,Jumla,"Jumla, Nepal",,29.2700,82.1800,Jumla,Karnali
1769,Police Station Mustang,Jomsom,"Mustang, Nepal",,28.7800,83.7200,Mustang,Gandaki
1770,Police Station Manang,Chame,"Manang, Nepal",,28.5500,84.2300,Manang,Gandaki
1771,Police Station Solukhumbu,Salleri,"Solukhumbu, Nepal",,27.7900,86.7200,Solukhumbu,Koshi
1772,Police Station Taplejung,Phungling,"Taplejung, Nepal",,27.3500,87.6700,Taplejung,Koshi
1773,Police Station Rasuwa,Dhunche,"Rasuwa, Nepal",,28.1100,85.3000,Rasuwa,Bagmati
1774,Police Station Kavre,Dhulikhel,"Kavrepalanchok, Nepal",,27.6200,85.5400,Kavrepalanchok,Bagmati
1775,Police Station Makwanpur,Hetauda,"Makwanpur, Nepal",,27.4300,85.0300,Makwanpur,Bagmati
1776,Police Station Nawalpur,Kawasoti,"Nawalpur, Nepal",,27.6500,84.1300,Nawalpur,Gandaki
1777,Police Station Dang,Ghorahi,"Dang, Nepal",,28.0300,82.4800,Dang,Lumbini
1778,Police Station Kanchanpur,Bhimdatta,"Kanchanpur, Nepal",,28.9600,80.1800,Kanchanpur,Sudurpashchim
1779,Police Station Baitadi,Dasharathchand,"Baitadi, Nepal",,29.5200,80.4300,Baitadi,Sudurpashchim
1780,Police Station Bajhang,Chainpur,"Bajhang, Nepal",,29.5500,81.1800,Bajhang,Sudurpashchim
1781,Police Station Bajura,Martadi,"Bajura, Nepal",,29.4200,81.4200,Bajura,Sudurpashchim
1782,Police Station Achham,Mangalsen,"Achham, Nepal",,29.1300,81.2500,Achham,Sudurpashchim
1783,Police Station Darchula,Khalanga,"Darchula, Nepal",,29.8500,80.5500,Darchula,Sudurpashchim
1784,Police Station Dadeldhura,Dadeldhura,"Dadeldhura, Nepal",,29.3000,80.5800,Dadeldhura,Sudurpashchim
1785,Police Station Kalikot,Manma,"Kalikot, Nepal",,29.1500,81.6200,Kalikot,Karnali
1786,Police Station Mugu,Gamgadhi,"Mugu, Nepal",,29.5300,82.0900,Mugu,Karnali
1787,Police Station Dailekh,Dailekh,"Dailekh, Nepal",,28.8500,81.7100,Dailekh,Karnali
1788,Police Station Jajarkot,Khalanga,"Jajarkot, Nepal",,28.7000,82.1800,Jajarkot,Karnali
1789,Police Station Salyan,Khalanga,"Salyan, Nepal",,28.3800,82.1700,Salyan,Karnali
1790,Police Station Pyuthan,Khalanga,"Pyuthan, Nepal",,28.0900,82.8600,Pyuthan,Lumbini
1791,Police Station Rolpa,Liwang,"Rolpa, Nepal",,28.3000,82.6300,Rolpa,Lumbini
1792,Police Station Rukumkot,Rukumkot,"Rukum East, Nepal",,28.6300,82.6300,Rukum East,Lumbini
1793,Police Station Musikot,Musikot,"Rukum West, Nepal",,28.6300,82.4800,Rukum West,Karnali
1794,Police Station Parasi,Ramgram,"Nawalparasi West, Nepal",,27.5300,83.6700,Nawalparasi West,Lumbini
1795,Police Station Taulihawa,Taulihawa,"Kapilvastu, Nepal",,27.5500,83.0500,Kapilvastu,Lumbini
1796,Police Station Gulariya,Gulariya,"Bardiya, Nepal",,28.2300,81.3400,Bardiya,Lumbini
1797,Police Station Kohalpur,Kohalpur,"Banke, Nepal",,28.2100,81.6800,Banke,Lumbini
1798,Police Station Attariya,Attariya,"Kailali, Nepal",,28.9800,80.6200,Kailali,Sudurpashchim
1799,Police Station Itahari,Itahari,"Sunsari, Nepal",,26.6600,87.2700,Sunsari,Koshi
1800,Police Station Birtamode,Birtamode,"Jhapa, Nepal",,26.6400,88.0000,Jhapa,Koshi
1801,Police Station Mechinagar,Mechinagar,"Jhapa, Nepal",,26.6500,88.1500,Jhapa,Koshi
1802,Police Station Damak,Damak,"Jhapa, Nepal",,26.6600,87.7000,Jhapa,Koshi
1803,Police Station Urlabari,Urlabari,"Morang, Nepal",,26.5000,87.6300,Morang,Koshi
1804,Police Station Belbari,Belbari,"Morang, Nepal",,26.6800,87.4300,Morang,Koshi
1805,Police Station Duhabi,Duhabi,"Sunsari, Nepal",,26.6200,87.1700,Sunsari,Koshi
1806,Police Station Dharan,Dharan,"Sunsari, Nepal",,26.8100,87.2800,Sunsari,Koshi
1807,Police Station Itahari,Itahari,"Sunsari, Nepal",,26.6600,87.2700,Sunsari,Koshi
1808,Police Station Biratnagar,Biratnagar,"Morang, Nepal",,26.4500,87.2700,Morang,Koshi
1809,Police Station Rangeli,Rangeli,"Morang, Nepal",,26.4500,87.3000,Morang,Koshi
1810,Police Station Pathari,Pathari,"Morang, Nepal",,26.6500,87.5000,Morang,Koshi
1811,Police Station Kakarbhitta,Kakarbhitta,"Jhapa, Nepal",,26.6400,88.1500,Jhapa,Koshi
1812,Police Station Bhadrapur,Bhadrapur,"Jhapa, Nepal",,26.5400,88.0900,Jhapa,Koshi
1813,Police Station Fikkal,Fikkal,"Ilam, Nepal",,26.8900,88.0800,Ilam,Koshi
1814,Police Station Ilam,Ilam,"Ilam, Nepal",,26.9100,87.9300,Ilam,Koshi
1815,Police Station Phidim,Phidim,"Panchthar, Nepal",,27.1500,87.7500,Panchthar,Koshi
1816,Police Station Taplejung,Phungling,"Taplejung, Nepal",,27.3500,87.6700,Taplejung,Koshi
1817,Police Station Dhankuta,Dhankuta,"Dhankuta, Nepal",,26.9800,87.3400,Dhankuta,Koshi
1818,Police Station Hile,Hile,"Dhankuta, Nepal",,27.0100,87.3000,Dhankuta,Koshi
1819,Police Station Bhojpur,Bhojpur,"Bhojpur, Nepal",,27.1700,87.0500,Bhojpur,Koshi
1820,Police Station Khandbari,Khandbari,"Sankhuwasabha, Nepal",,27.3800,87.2000,Sankhuwasabha,Koshi
1821,Police Station Diktel,Diktel,"Khotang, Nepal",,27.2100,86.7900,Khotang,Koshi
1822,Police Station Salleri,Salleri,"Solukhumbu, Nepal",,27.7900,86.7200,Solukhumbu,Koshi
1823,Police Station Lukla,Lukla,"Solukhumbu, Nepal",,27.6900,86.7300,Solukhumbu,Koshi
1824,Police Station Gaighat,Gaighat,"Udayapur, Nepal",,26.8000,86.7000,Udayapur,Koshi
1825,Police Station Katari,Katari,"Udayapur, Nepal",,26.0300,86.1700,Udayapur,Koshi
1826,Police Station Rajbiraj,Rajbiraj,"Saptari, Nepal",,26.5400,86.7500,Saptari,Madhesh
1827,Police Station Lahan,Lahan,"Siraha, Nepal",,26.7200,86.4800,Siraha,Madhesh
1828,Police Station Janakpur,Janakpur,"Dhanusha, Nepal",,26.7300,85.9200,Dhanusha,Madhesh
1829,Police Station Jaleshwar,Jaleshwar,"Mahottari, Nepal",,26.6500,85.8000,Mahottari,Madhesh
1830,Police Station Malangwa,Malangwa,"Sarlahi, Nepal",,26.8600,85.5600,Sarlahi,Madhesh
1831,Police Station Gaur,Gaur,"Rautahat, Nepal",,26.7700,85.2700,Rautahat,Madhesh
1832,Police Station Kalaiya,Kalaiya,"Bara, Nepal",,26.9900,84.8700,Bara,Madhesh
1833,Police Station Birgunj,Birgunj,"Parsa, Nepal",,27.0100,84.8800,Parsa,Madhesh
1834,Police Station Hetauda,Hetauda,"Makwanpur, Nepal",,27.4300,85.0300,Makwanpur,Bagmati
1835,Police Station Bharatpur,Bharatpur,"Chitwan, Nepal",,27.6800,84.4300,Chitwan,Bagmati
1836,Police Station Pokhara,Pokhara,"Kaski, Nepal",,28.2257,83.9893,Kaski,Gandaki
1837,Police Station Gorkha,Gorkha,"Gorkha, Nepal",,28.0000,84.6330,Gorkha,Gandaki
1838,Police Station Besisahar,Besisahar,"Lamjung, Nepal",,28.2300,84.0100,Lamjung,Gandaki
1839,Police Station Damauli,Damauli,"Tanahun, Nepal",,27.9730,84.2400,Tanahun,Gandaki
1840,Police Station Baglung,Baglung,"Baglung, Nepal",,28.2700,83.5900,Baglung,Gandaki
1841,Police Station Beni,Beni,"Myagdi, Nepal",,28.3500,83.5700,Myagdi,Gandaki
