place,latitude,longitude,district,accidents,landslide,avalanche,flood,earthquake_damage,hospital,police,fire_station,emergency_risk,natural_disaster_risk,tourism_risk_index,risk_category,data_quality_score
Mugu Chankheli Route,29.8,82.3,Mugu,15.0,18.0,12.0,2.0,9.0,0,0,0,100.0,95.0,95.0,High,100.0
Mugu Dolpo Border Trail,29.7,82.8,Mugu,16.0,20.0,15.0,0.0,10.0,0,0,0,100.0,100.0,98.0,High,100.0
Mugu Gamgadhi,29.55,82.1,Mugu,5.0,8.0,0.0,5.0,7.0,15,10,3,65.0,65.0,68.0,Medium,100.0
Mugu Gamghadi View,29.32,82.18,Mugu,4.0,8.0,2.0,5.0,6.0,15,10,3,55.0,65.0,70.0,High,100.0
Mugu Karnali Camp,29.45,82.1,Mugu,10.0,15.0,5.0,5.0,8.0,0,0,0,100.0,85.0,88.0,High,100.0
Mugu Karnali River,29.6,82.0,Mugu,6.0,2.0,0.0,18.0,4.0,0,0,0,100.0,85.0,92.0,High,100.0
Mugu Karnali River Camp,29.6,82.2,Mugu,10.0,15.0,5.0,18.0,8.0,0,0,0,100.0,90.0,92.0,High,100.0
Mugu Karnali Route,29.65,82.35,Mugu,10.0,15.0,6.0,12.0,8.0,0,0,0,100.0,90.0,92.0,High,100.0
Mugu Karnali Trail,29.4,82.1,Mugu,10.0,15.0,5.0,5.0,8.0,0,0,0,100.0,85.0,88.0,High,100.0
Mugu Karnali Trek,29.45,82.1,Mugu,8.0,16.0,12.0,2.0,10.0,0,0,0,100.0,100.0,100.0,High,100.0
Mugu Karnali Valley,29.6,82.2,Mugu,5.0,12.0,6.0,6.0,8.0,0,1,0,95.0,90.0,93.0,High,100.0
Mugu Rara Lake,29.5269,82.0835,Mugu,5.0,8.0,1.0,5.0,6.0,0,0,0,100.0,95.0,98.0,High,100.0
Mugu Rara North Trail,29.6,82.1,Mugu,12.0,16.0,8.0,3.0,9.0,0,0,0,100.0,90.0,92.0,High,100.0
Mugu Rara Route,29.5,82.1,Mugu,7.0,15.0,10.0,3.0,9.0,0,0,0,100.0,98.0,99.0,High,100.0
Murma Top Rural Route,29.54,82.1,Mugu,12.0,16.0,8.0,2.0,9.0,0,0,0,100.0,90.0,92.0,High,100.0
Murma Village,29.53,82.05,Mugu,4.0,10.0,3.0,4.0,7.0,0,0,0,100.0,80.0,88.0,High,100.0
Murmure Village,29.52,82.1,Mugu,3.0,8.0,2.0,4.0,7.0,1,1,0,80.0,75.0,78.0,High,100.0
Pulu Rural Settlement,29.45,82.2,Mugu,4.0,8.0,0.0,5.0,6.0,20,15,5,50.0,65.0,68.0,High,100.0
Rara Boat Station,29.52,82.09,Mugu,4.0,5.0,0.0,10.0,5.0,0,0,0,80.0,70.0,75.0,High,100.0
Rara Chuchure Village,29.5,82.15,Mugu,10.0,15.0,5.0,4.0,9.0,0,0,0,100.0,90.0,92.0,High,100.0
Rara Karnali Remote Trail,29.55,82.1,Mugu,12.0,16.0,8.0,5.0,9.0,0,0,0,100.0,90.0,92.0,High,100.0
Rara Karnali Route,29.1,82.1,Mugu,7.0,14.0,8.0,3.0,8.0,0,0,0,100.0,90.0,95.0,High,100.0
Rara Lake,29.5269,82.0835,Mugu,5.0,8.0,1.0,5.0,6.0,0,0,0,100.0,59.0,75.4,High,100.0
Rara Lake Remote Village,29.5269,82.0835,Mugu,5.0,8.0,1.0,5.0,6.0,0,0,0,100.0,59.0,75.4,High,100.0
Rara Lake Route,29.5269,82.0835,Mugu,8.0,12.0,5.0,3.0,8.0,0,0,0,90.0,85.0,88.0,High,100.0
Rara Lake Rural Trail,29.5269,82.0835,Mugu,5.0,8.0,1.0,5.0,6.0,0,0,0,100.0,59.0,75.4,High,100.0
Rara Lake View,29.5269,82.0835,Mugu,5.0,8.0,1.0,5.0,6.0,0,0,0,100.0,95.0,98.0,High,100.0
Rara Lakeside Camp,29.52,82.1,Mugu,6.0,10.0,3.0,5.0,8.0,5,5,2,70.0,75.0,78.0,High,100.0
Rara National Park,29.5,82.1,Mugu,7.0,15.0,7.0,3.0,9.0,0,0,0,100.0,98.0,99.0,High,100.0
Rara National Park Area,29.52,82.08,Mugu,6.0,12.0,5.0,5.0,8.0,0,0,0,100.0,90.0,96.0,High,100.0
Rara National Park East Trail,29.55,82.15,Mugu,12.0,16.0,8.0,2.0,9.0,0,0,0,100.0,90.0,92.0,High,100.0
Rara National Park Trail,29.53,82.08,Mugu,8.0,12.0,5.0,3.0,8.0,0,0,0,100.0,85.0,88.0,High,100.0
Rara Rural Forest Trail,29.53,82.09,Mugu,8.0,12.0,4.0,5.0,8.0,5,5,2,70.0,80.0,82.0,High,100.0
Rara Trek Route,29.53,82.08,Mugu,8.0,12.0,5.0,3.0,7.0,0,0,0,100.0,80.0,82.0,High,100.0
Rara View Point,29.53,82.08,Mugu,6.0,8.0,3.0,3.0,6.0,0,0,0,90.0,75.0,78.0,High,100.0
Rara View Tower,29.53,82.08,Mugu,3.0,6.0,0.0,4.0,5.0,5,5,1,60.0,55.0,57.0,Medium,100.0
Rara West Village Route,29.5,82.0,Mugu,8.0,12.0,4.0,6.0,8.0,5,5,2,70.0,75.0,78.0,High,100.0
Ruga Village Route,29.58,82.25,Mugu,6.0,10.0,3.0,7.0,7.0,10,8,3,65.0,75.0,78.0,High,100.0
Soru Rural Route,29.65,81.95,Mugu,8.0,13.0,4.0,8.0,8.0,5,5,2,70.0,80.0,82.0,High,100.0
Soru Rural Valley,29.65,82.45,Mugu,7.0,12.0,3.0,8.0,8.0,5,5,2,70.0,80.0,82.0,High,100.0
Soru Valley Route,29.65,82.3,Mugu,9.0,14.0,5.0,5.0,8.0,5,5,2,75.0,80.0,82.0,High,100.0
Talcha Airport Area,29.5,82.1,Mugu,2.0,5.0,1.0,3.0,5.0,2,2,1,65.0,50.0,56.0,Medium,100.0
Talcha Village,29.52,82.09,Mugu,7.0,10.0,4.0,3.0,6.0,0,0,0,90.0,75.0,78.0,High,100.0
Talcha Village Trail,29.52,82.15,Mugu,6.0,10.0,3.0,5.0,7.0,10,8,3,65.0,70.0,72.0,High,100.0
Muktinath Temple,28.82,83.87,Mukthinath,5.0,8.0,3.0,1.0,7.0,20,15,5,55.0,65.0,70.0,High,100.0
Chhoser Cave,29.25,83.9,Mustang,3.0,8.0,4.0,1.0,6.0,0,0,0,100.0,75.0,85.0,High,100.0
Chhoser Cave Area,29.2,84.0,Mustang,4.0,10.0,4.0,1.0,7.0,1,1,0,90.0,80.0,84.0,High,100.0
Chhoser Cave Camp,29.25,84.0,Mustang,10.0,14.0,6.0,0.0,8.0,0,0,0,100.0,85.0,88.0,High,100.0
Chhoser Cave Village,29.25,84.0,Mustang,10.0,14.0,6.0,0.0,8.0,0,0,0,100.0,85.0,88.0,High,100.0
Chhusang Village,28.95,83.8,Mustang,7.0,10.0,3.0,1.0,8.0,5,5,2,65.0,70.0,72.0,High,100.0
Choser Cave,29.25,83.97,Mustang,2.0,3.0,0.0,0.0,4.0,3,2,1,60.0,30.0,45.0,Medium,100.0
Choser Cave Route,29.26,83.96,Mustang,6.0,10.0,3.0,0.0,7.0,10,10,3,65.0,70.0,72.0,High,100.0
Choser Rural Cave Area,29.25,83.95,Mustang,5.0,8.0,2.0,0.0,7.0,10,8,3,65.0,70.0,72.0,High,100.0
Damodar Himal Route,29.0,84.05,Mustang,9.0,17.0,15.0,1.0,10.0,0,0,0,100.0,100.0,100.0,High,100.0
Damodar Kunda,29.07,83.9,Mustang,5.0,10.0,8.0,2.0,7.0,0,0,0,100.0,90.0,95.0,High,100.0
Dhakmar Rural Area,29.2,83.85,Mustang,9.0,13.0,5.0,0.0,8.0,5,5,2,70.0,75.0,78.0,High,100.0
Dhakmar Trail,29.2,83.85,Mustang,9.0,13.0,5.0,0.0,8.0,5,5,2,70.0,75.0,78.0,High,100.0
Dhakmar Village,29.18,83.95,Mustang,12.0,16.0,10.0,0.0,9.0,0,0,0,100.0,90.0,92.0,High,100.0
Dhampus Mustang,28.6,83.55,Mustang,3.0,7.0,3.0,2.0,5.0,1,1,0,85.0,60.0,70.0,High,100.0
Dhee Village Route,29.12,83.82,Mustang,7.0,12.0,4.0,0.0,8.0,5,5,2,70.0,75.0,78.0,High,100.0
Dheye Village Trail,29.1,83.85,Mustang,10.0,15.0,5.0,0.0,8.0,0,0,0,100.0,85.0,88.0,High,100.0
Dhumba Lake,28.8,83.73,Mustang,3.0,5.0,2.0,2.0,4.0,10,10,3,50.0,45.0,50.0,Medium,100.0
Eklebhatti Mustang,28.85,83.76,Mustang,3.0,7.0,2.0,2.0,5.0,1,1,0,85.0,60.0,70.0,High,100.0
Garphu Rural Route,29.2,83.8,Mustang,12.0,16.0,8.0,0.0,9.0,0,0,0,100.0,90.0,92.0,High,100.0
Ghami Rural Village,29.18,83.9,Mustang,5.0,8.0,2.0,0.0,6.0,20,15,5,50.0,60.0,65.0,High,100.0
Ghami Village,29.18,83.9,Mustang,3.0,8.0,4.0,1.0,6.0,0,1,0,90.0,75.0,81.0,High,100.0
Ghami Village Trail,29.18,83.9,Mustang,5.0,8.0,2.0,0.0,6.0,20,15,5,50.0,60.0,65.0,High,100.0
Hidden Valley Mustang,28.8,83.45,Mustang,9.0,19.0,18.0,1.0,10.0,0,0,0,100.0,100.0,100.0,High,100.0
Jharkot Village,28.82,83.85,Mustang,4.0,6.0,4.0,1.0,5.0,10,10,3,60.0,55.0,60.0,Medium,100.0
Jomsom,28.78,83.72,Mustang,4.0,5.0,3.0,2.0,4.0,3,3,1,60.0,55.0,57.0,Medium,100.0
Jomsom Airport,28.78,83.72,Mustang,5.0,5.0,2.0,10.0,5.0,2,2,0,75.0,70.0,73.0,High,100.0
Jomsom Airport Area,28.78,83.72,Mustang,3.0,4.0,3.0,2.0,4.0,20,20,5,40.0,45.0,45.0,Medium,100.0
Jomsom Airport Trail,28.78,83.72,Mustang,5.0,5.0,0.0,4.0,6.0,20,15,5,45.0,55.0,60.0,Medium,100.0
Jomsom Area,28.78,83.72,Mustang,4.0,6.0,3.0,2.0,7.0,20,15,5,45.0,60.0,65.0,Medium,100.0
Jomsom Bazaar,28.78,83.72,Mustang,3.0,8.0,2.0,3.0,7.0,5,4,1,65.0,70.0,68.0,High,100.0
Jomsom Mustang Trail,28.78,83.72,Mustang,4.0,7.0,2.0,10.0,5.0,2,2,0,75.0,70.0,73.0,High,100.0
Jomsom Rural Valley,28.78,83.73,Mustang,3.0,5.0,0.0,4.0,5.0,40,30,10,25.0,40.0,45.0,Medium,100.0
Jomsom Valley,28.78,83.72,Mustang,4.0,9.0,4.0,2.0,7.0,3,3,1,75.0,80.0,78.0,High,100.0
Jomsom Wind Valley,28.78,83.72,Mustang,5.0,7.0,4.0,2.0,5.0,2,2,0,75.0,65.0,69.0,High,100.0
Kagbeni,28.84,83.78,Mustang,3.0,4.0,2.0,5.0,4.0,1,1,0,90.0,55.0,72.0,High,100.0
Kagbeni Checkpoint,28.84,83.78,Mustang,3.0,7.0,2.0,4.0,6.0,2,2,0,75.0,70.0,73.0,High,100.0
Kagbeni Monastery,28.84,83.78,Mustang,2.0,5.0,1.0,3.0,4.0,2,2,0,70.0,45.0,59.0,Medium,100.0
Kagbeni Muktinath Trail,28.85,83.78,Mustang,8.0,12.0,5.0,2.0,8.0,5,5,2,70.0,75.0,78.0,High,100.0
Kagbeni Mustang,28.84,83.78,Mustang,3.0,7.0,2.0,4.0,6.0,2,2,0,75.0,70.0,73.0,High,100.0
Kagbeni Mustang Trail,28.85,83.78,Mustang,6.0,10.0,5.0,2.0,8.0,5,5,2,70.0,75.0,78.0,High,100.0
Kagbeni River Area,28.84,83.78,Mustang,5.0,2.0,0.0,14.0,4.0,3,3,1,75.0,70.0,73.0,High,100.0
Kagbeni River Camp,28.85,83.78,Mustang,5.0,8.0,4.0,5.0,7.0,10,5,2,65.0,70.0,72.0,High,100.0
Kagbeni River Crossing,28.84,83.77,Mustang,4.0,5.0,0.0,10.0,4.0,1,1,0,85.0,65.0,73.0,High,100.0
Kagbeni Riverside Trail,28.83,83.78,Mustang,5.0,9.0,2.0,3.0,7.0,15,10,3,60.0,70.0,72.0,High,100.0
Kagbeni Rural Route,28.83,83.78,Mustang,5.0,8.0,2.0,2.0,7.0,15,10,3,55.0,65.0,68.0,High,100.0
Kagbeni Rural Trail,28.83,83.78,Mustang,5.0,9.0,2.0,2.0,7.0,15,10,3,55.0,65.0,68.0,High,100.0
Kagbeni Trail,28.83,83.78,Mustang,4.0,5.0,3.0,2.0,5.0,10,10,3,60.0,55.0,60.0,Medium,100.0
Kagbeni Trail Route,28.84,83.78,Mustang,3.0,7.0,2.0,3.0,5.0,2,2,0,75.0,65.0,69.0,High,100.0
Kagbeni Village,28.83,83.78,Mustang,4.0,5.0,3.0,2.0,5.0,10,10,3,60.0,55.0,60.0,Medium,100.0
Kagbeni Village Route,28.83,83.78,Mustang,4.0,7.0,0.0,2.0,6.0,30,25,10,35.0,50.0,55.0,Medium,100.0
Kailash Mountain View Area,29.1,84.0,Mustang,7.0,15.0,10.0,1.0,9.0,0,0,0,100.0,98.0,99.0,High,100.0
Kali Gandaki Gorge,28.7,83.6,Mustang,5.0,10.0,5.0,3.0,6.0,0,1,0,90.0,80.0,86.0,High,100.0
Kali Gandaki River Trail,28.65,83.65,Mustang,5.0,10.0,4.0,4.0,6.0,0,1,0,90.0,80.0,84.0,High,100.0
Kalo Pani,28.65,83.6,Mustang,4.0,8.0,3.0,5.0,7.0,1,1,0,80.0,75.0,78.0,High,100.0
Kalopani Village,28.62,83.65,Mustang,3.0,7.0,1.0,5.0,6.0,5,4,1,70.0,70.0,70.0,High,100.0
Khinga Village,28.85,83.85,Mustang,4.0,6.0,0.0,2.0,6.0,20,15,5,45.0,55.0,60.0,Medium,100.0
Kobang Community Route,28.7,83.65,Mustang,4.0,7.0,0.0,5.0,6.0,20,15,5,50.0,60.0,65.0,High,100.0
Kobang Rural Area,28.7,83.65,Mustang,3.0,5.0,0.0,5.0,5.0,20,15,5,45.0,55.0,60.0,Medium,100.0
Kobang Village,28.72,83.65,Mustang,5.0,7.0,4.0,2.0,5.0,5,5,2,65.0,60.0,65.0,Medium,100.0
Kobang Village Route,28.7,83.65,Mustang,5.0,9.0,2.0,4.0,7.0,15,10,3,60.0,70.0,72.0,High,100.0
Korala Border,29.3,83.95,Mustang,3.0,9.0,6.0,1.0,7.0,0,0,0,100.0,80.0,88.0,High,100.0
Kunjo Village Route,28.65,83.65,Mustang,5.0,8.0,2.0,3.0,6.0,15,10,3,55.0,65.0,68.0,High,100.0
Lete Rural Camp,28.65,83.62,Mustang,7.0,11.0,4.0,5.0,8.0,5,5,2,70.0,75.0,78.0,High,100.0
Lete Rural Route,28.65,83.62,Mustang,7.0,11.0,4.0,5.0,8.0,5,5,2,70.0,75.0,78.0,High,100.0
Lete Rural Trail,28.62,83.65,Mustang,5.0,9.0,2.0,5.0,7.0,15,10,3,60.0,70.0,72.0,High,100.0
Lete Village,28.65,83.62,Mustang,6.0,8.0,5.0,2.0,6.0,5,5,2,70.0,65.0,70.0,High,100.0
Lete Village Mustang,28.65,83.62,Mustang,6.0,8.0,5.0,2.0,6.0,5,5,2,70.0,65.0,70.0,High,100.0
Lo Manthang,29.18,83.95,Mustang,2.0,3.0,2.0,1.0,4.0,0,0,0,100.0,45.0,75.0,High,100.0
Lo Manthang Palace,29.19,83.96,Mustang,3.0,5.0,0.0,0.0,6.0,20,15,5,45.0,55.0,60.0,Medium,100.0
Lo Manthang Route,29.19,83.96,Mustang,15.0,18.0,12.0,0.0,10.0,0,0,0,100.0,95.0,95.0,High,100.0
Lo Manthang Rural Area,29.19,83.95,Mustang,8.0,12.0,4.0,0.0,8.0,5,5,2,70.0,75.0,78.0,High,100.0
Lomanthang,29.18,83.96,Mustang,5.0,7.0,6.0,1.0,5.0,0,0,0,100.0,65.0,72.0,High,100.0
Lomanthang Border Trail,29.2,84.0,Mustang,12.0,16.0,8.0,0.0,9.0,0,0,0,100.0,90.0,92.0,High,100.0
Lomanthang Mustang,29.18,83.95,Mustang,1.0,1.0,0.0,0.0,3.0,5,4,1,40.0,20.0,30.0,Low,100.0
Lomanthang Palace,29.18,83.96,Mustang,1.0,3.0,1.0,1.0,4.0,1,1,0,85.0,40.0,67.0,High,100.0
Lomanthang Rural Field,29.18,83.96,Mustang,4.0,6.0,0.0,0.0,6.0,10,8,3,65.0,70.0,72.0,High,100.0
Lomanthang Rural Village,29.19,83.96,Mustang,4.0,7.0,0.0,0.0,7.0,10,8,3,65.0,70.0,72.0,High,100.0
Lupra Village,28.85,83.75,Mustang,3.0,8.0,3.0,2.0,6.0,1,1,0,85.0,70.0,76.0,High,100.0
Maring Village Trail,28.72,83.7,Mustang,7.0,12.0,4.0,2.0,8.0,5,5,2,70.0,75.0,78.0,High,100.0
Marpha Apple Garden,28.75,83.69,Mustang,2.0,5.0,0.0,3.0,5.0,10,8,2,55.0,55.0,55.0,Medium,100.0
Marpha Apple Village,28.75,83.69,Mustang,2.0,4.0,3.0,1.0,5.0,20,15,5,40.0,45.0,45.0,Medium,100.0
Marpha Rural Orchard,28.75,83.69,Mustang,2.0,4.0,0.0,5.0,4.0,70,60,20,5.0,20.0,25.0,Low,100.0
Marpha Rural Tourism Area,28.75,83.69,Mustang,2.0,4.0,0.0,5.0,4.0,70,60,20,5.0,20.0,25.0,Low,100.0
Marpha Village,28.75,83.69,Mustang,1.0,4.0,1.0,3.0,3.0,2,3,0,65.0,40.0,55.0,Medium,100.0
Marpha Village Trail,28.75,83.69,Mustang,3.0,5.0,0.0,5.0,5.0,30,25,10,35.0,45.0,50.0,Medium,100.0
Muktinath,28.82,83.87,Mustang,3.0,4.0,2.0,1.0,4.0,20,15,5,40.0,45.0,45.0,Medium,100.0
Muktinath Area,28.82,83.87,Mustang,2.0,5.0,0.0,3.0,5.0,8,6,2,50.0,45.0,47.0,Medium,100.0
Muktinath Hiking Route,28.83,83.86,Mustang,4.0,8.0,4.0,2.0,6.0,1,1,0,90.0,75.0,81.0,High,100.0
Muktinath Jomsom Road,28.78,83.72,Mustang,5.0,10.0,5.0,2.0,7.0,10,10,3,65.0,75.0,78.0,High,100.0
Muktinath Mustang,28.817,83.871,Mustang,2.0,5.0,0.0,3.0,5.0,8,6,2,50.0,45.0,47.0,Medium,100.0
Muktinath Pass,28.82,83.87,Mustang,4.0,7.0,5.0,2.0,5.0,1,1,0,85.0,70.0,80.0,High,100.0
Muktinath Pass Route,28.85,83.87,Mustang,5.0,10.0,5.0,2.0,8.0,0,0,0,100.0,90.0,96.0,High,100.0
Muktinath Rural Route,28.82,83.87,Mustang,5.0,8.0,5.0,1.0,5.0,10,10,3,70.0,65.0,68.0,High,100.0
Muktinath Rural Settlement,28.82,83.87,Mustang,6.0,10.0,3.0,1.0,8.0,10,8,3,65.0,70.0,72.0,High,100.0
Muktinath Rural Trail,28.82,83.87,Mustang,6.0,10.0,3.0,1.0,8.0,10,8,3,65.0,70.0,72.0,High,100.0
Muktinath Temple,28.82,83.87,Mustang,4.0,5.0,4.0,1.0,5.0,1,2,0,80.0,60.0,70.0,High,100.0
Muktinath Temple Route,28.82,83.87,Mustang,6.0,8.0,2.0,1.0,7.0,10,10,3,65.0,70.0,72.0,High,100.0
Muktinath Temple Trail,28.82,83.87,Mustang,6.0,10.0,3.0,1.0,8.0,10,8,3,65.0,70.0,72.0,High,100.0
Muktinath Trail,28.817,83.871,Mustang,3.0,6.0,1.0,3.0,5.0,5,4,1,60.0,60.0,60.0,Medium,100.0
Muktinath Trek Route,28.82,83.87,Mustang,5.0,8.0,5.0,1.0,5.0,10,10,3,70.0,65.0,68.0,High,100.0
Muktinath Upper Trail,28.82,83.87,Mustang,8.0,12.0,8.0,0.0,8.0,5,5,2,75.0,80.0,82.0,High,100.0
Muktinath View Ridge,28.82,83.86,Mustang,5.0,8.0,2.0,1.0,7.0,10,10,3,65.0,70.0,72.0,High,100.0
Muktinath Viewpoint,28.82,83.87,Mustang,4.0,10.0,5.0,1.0,8.0,0,0,0,85.0,85.0,85.0,High,100.0
Muktinath Village Route,28.82,83.87,Mustang,6.0,10.0,3.0,1.0,8.0,10,8,3,65.0,70.0,72.0,High,100.0
Muktinath Village Trail,28.82,83.87,Mustang,6.0,10.0,3.0,1.0,8.0,10,8,3,65.0,70.0,72.0,High,100.0
Mustang Border Camp,29.5,83.9,Mustang,19.0,20.0,18.0,0.0,10.0,0,0,0,100.0,100.0,99.0,High,100.0
Mustang Damodar Kunda,29.0,84.1,Mustang,18.0,20.0,15.0,0.0,10.0,0,0,0,100.0,100.0,98.0,High,100.0
Mustang Lo Manthang Rural,29.19,83.95,Mustang,8.0,12.0,4.0,0.0,8.0,5,5,2,70.0,75.0,78.0,High,100.0
Mustang Muktinath Pass,28.8,83.85,Mustang,8.0,12.0,5.0,1.0,8.0,5,5,2,70.0,75.0,78.0,High,100.0
Mustang Yara Valley,29.15,83.9,Mustang,12.0,16.0,8.0,0.0,9.0,0,0,0,100.0,90.0,92.0,High,100.0
Namdo Village Trail,29.15,83.85,Mustang,11.0,16.0,7.0,0.0,9.0,0,0,0,100.0,90.0,92.0,High,100.0
Namgyal Gompa,29.2,83.95,Mustang,4.0,6.0,0.0,0.0,6.0,15,10,3,55.0,60.0,65.0,Medium,100.0
Namgyal Monastery Mustang,29.19,83.95,Mustang,1.0,4.0,2.0,1.0,5.0,0,0,0,100.0,60.0,76.0,High,100.0
Namgyal Rural Village,29.25,83.95,Mustang,8.0,12.0,4.0,0.0,8.0,5,5,2,70.0,75.0,78.0,High,100.0
Namkha Rural Trail,29.22,83.92,Mustang,12.0,16.0,8.0,0.0,9.0,0,0,0,100.0,90.0,92.0,High,100.0
Nile Village Upper Mustang,29.25,83.95,Mustang,14.0,18.0,10.0,0.0,9.0,0,0,0,100.0,95.0,95.0,High,100.0
Nilgiri View Point,28.7,83.7,Mustang,6.0,13.0,8.0,2.0,8.0,0,0,0,95.0,90.0,93.0,High,100.0
Nubra Valley Style Area,29.2,83.85,Mustang,2.0,5.0,0.0,1.0,5.0,0,0,0,100.0,80.0,84.0,High,100.0
Sekong Village Camp,28.9,83.85,Mustang,10.0,15.0,6.0,0.0,8.0,0,0,0,100.0,85.0,88.0,High,100.0
Syang Village,28.9,83.85,Mustang,2.0,4.0,0.0,2.0,5.0,0,0,0,100.0,80.0,84.0,High,100.0
Tachai Village Mustang,29.1,83.9,Mustang,6.0,10.0,3.0,0.0,8.0,5,5,2,70.0,75.0,78.0,High,100.0
Tangbe Village,28.9,83.8,Mustang,8.0,12.0,5.0,0.0,8.0,5,5,2,70.0,75.0,78.0,High,100.0
Tangya Remote Camp,29.35,83.85,Mustang,14.0,17.0,10.0,0.0,9.0,0,0,0,100.0,90.0,92.0,High,100.0
Tangya Rural Route,29.35,83.85,Mustang,14.0,17.0,10.0,0.0,9.0,0,0,0,100.0,90.0,92.0,High,100.0
Tangya Village,29.18,83.85,Mustang,9.0,14.0,5.0,0.0,8.0,0,0,0,100.0,85.0,88.0,High,100.0
Tatopani Mountain Trail,28.5,83.6,Mustang,5.0,9.0,2.0,12.0,7.0,15,10,3,60.0,70.0,72.0,High,100.0
Tatopani Mustang,28.5,83.6,Mustang,3.0,2.0,0.0,14.0,4.0,5,4,1,70.0,70.0,70.0,High,100.0
Tatopani Mustang Route,28.6,83.65,Mustang,4.0,5.0,0.0,10.0,5.0,5,4,1,60.0,65.0,62.0,Medium,100.0
Tatopani Mustang Trail,28.5,83.6,Mustang,4.0,7.0,0.0,12.0,6.0,25,20,5,45.0,60.0,65.0,High,100.0
Tetang Village,29.0,83.85,Mustang,4.0,10.0,5.0,2.0,7.0,0,0,0,100.0,80.0,88.0,High,100.0
Thakali Rural Homestay,28.78,83.72,Mustang,3.0,5.0,0.0,4.0,5.0,40,30,10,25.0,40.0,45.0,Medium,100.0
Thini Village Route,28.78,83.73,Mustang,3.0,5.0,0.0,5.0,5.0,30,25,10,35.0,45.0,50.0,Medium,100.0
Thorong High Camp,28.76,84.35,Mustang,10.0,20.0,20.0,1.0,10.0,0,0,0,100.0,100.0,100.0,High,100.0
Tibetan Border Camp,29.5,83.9,Mustang,17.0,20.0,15.0,0.0,10.0,0,0,0,100.0,100.0,98.0,High,100.0
Tiji Festival Area,29.18,83.96,Mustang,2.0,5.0,2.0,1.0,5.0,0,0,0,100.0,55.0,73.0,High,100.0
Titi Lake,28.78,83.6,Mustang,6.0,10.0,5.0,2.0,6.0,0,0,0,100.0,75.0,78.0,High,100.0
Titi Lake Mustang,28.85,83.65,Mustang,6.0,13.0,7.0,2.0,8.0,0,0,0,95.0,90.0,93.0,High,100.0
Titi Lake Rural Area,28.75,83.7,Mustang,8.0,12.0,3.0,4.0,8.0,5,5,2,70.0,75.0,78.0,High,100.0
Tsarang Village,29.16,83.95,Mustang,3.0,7.0,3.0,1.0,5.0,0,1,0,90.0,65.0,75.0,High,100.0
Tukche Village,28.73,83.69,Mustang,3.0,5.0,0.0,5.0,5.0,40,30,10,25.0,40.0,45.0,Medium,100.0
Tukuche Mountain Route,28.73,83.69,Mustang,4.0,7.0,0.0,4.0,6.0,30,25,10,35.0,50.0,55.0,Medium,100.0
Tukuche Mountain Village,28.73,83.69,Mustang,4.0,7.0,0.0,4.0,6.0,30,25,10,35.0,50.0,55.0,Medium,100.0
Tukuche Pass,28.76,83.7,Mustang,3.0,6.0,2.0,3.0,6.0,2,2,0,70.0,65.0,68.0,High,100.0
Tukuche Rural Settlement,28.73,83.69,Mustang,5.0,9.0,2.0,4.0,7.0,15,10,3,60.0,70.0,72.0,High,100.0
Tukuche Village,28.68,83.65,Mustang,4.0,7.0,4.0,2.0,6.0,5,5,2,65.0,65.0,65.0,Medium,100.0
Tukuche Village Trail,28.73,83.69,Mustang,5.0,8.0,2.0,3.0,6.0,15,10,3,55.0,65.0,68.0,Medium,100.0
Upper Mustang,29.193,83.89,Mustang,0.0,0.0,0.0,0.0,0.0,0,0,0,100.0,0.0,40.0,Medium,100.0
Upper Mustang Chhoser Trail,29.25,84.0,Mustang,10.0,14.0,6.0,0.0,8.0,0,0,0,100.0,85.0,88.0,High,100.0
Upper Mustang Desert Route,29.3,83.9,Mustang,15.0,18.0,12.0,0.0,10.0,0,0,0,100.0,95.0,95.0,High,100.0
Upper Mustang Lo Manthang,29.19,83.96,Mustang,15.0,18.0,12.0,0.0,10.0,0,0,0,100.0,95.0,95.0,High,100.0
Upper Mustang Rural Route,29.193,83.89,Mustang,0.0,0.0,0.0,0.0,0.0,0,0,0,100.0,0.0,40.0,Medium,100.0
Yara Rural Settlement,29.15,83.9,Mustang,10.0,15.0,6.0,0.0,9.0,0,0,0,100.0,85.0,88.0,High,100.0
Yara Valley,29.15,83.85,Mustang,5.0,13.0,7.0,1.0,8.0,0,0,0,100.0,92.0,96.0,High,100.0
Yara Village Camp,29.3,83.9,Mustang,15.0,18.0,12.0,0.0,10.0,0,0,0,100.0,95.0,95.0,High,100.0
Yara Village Mustang,29.15,83.9,Mustang,12.0,16.0,8.0,0.0,9.0,0,0,0,100.0,90.0,92.0,High,100.0
Yara Village Trail,29.3,83.9,Mustang,15.0,18.0,12.0,0.0,10.0,0,0,0,100.0,95.0,95.0,High,100.0
Bans Kharka Trail,28.4,83.6,Myagdi,7.0,10.0,3.0,3.0,7.0,10,10,3,65.0,70.0,72.0,High,100.0
Banskharka Homestay,28.43,83.62,Myagdi,4.0,7.0,0.0,5.0,6.0,20,15,5,50.0,60.0,65.0,High,100.0
Bayli Kharka Camp,28.42,83.65,Myagdi,10.0,15.0,6.0,2.0,8.0,5,5,2,75.0,80.0,82.0,High,100.0
Beni Bazaar,28.34,83.56,Myagdi,1.0,3.0,0.0,5.0,3.0,10,8,2,30.0,30.0,30.0,Low,100.0
