osm_type,osm_id,name,tourism,description,website,phone,email,opening_hours,wikidata,wikipedia,operator,district,latitude,longitude
way,1093486109,Old danfe Hostel (IOF),hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Institute of Forestry,Kaski,28.188511255052383,83.9926643722494
way,1093493382,New Danfe Hostel (IOF),hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Institute of Forestry,Kaski,28.188669842716283,83.99279744999599
way,1208287022,Lake Wave Cottage & Restaurent,guest_house,Not Available,Not Available,+9779843500695,Not Available,Not Available,Not Available,Not Available,chandra chhetry,Kaski,28.17013848396735,84.11527611354703
way,1215687850,Hotel Sacred Hill,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.291548249999995,84.0654119
way,1287594193,Shanti space,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.22268135,83.95511244999999
way,1526659674,म्यें खोला,viewpoint,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kaski,28.202475398124044,83.95569791854507
node,317040754,Nirvana Garden Hotel,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7127441,85.3096875
node,558561826,Hotel Shanker,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Q7763653,Not Available,Not Available,Kathmandu,27.7189329,85.3199249
node,575231594,Tibet Peace Guest House,guest_house,Not Available,https://www.tibetpeace.com/,+97714381026,tpghouse@wlink.com.np,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7179328,85.3088723
node,708987883,International Guesthouse,guest_house,Not Available,http://www.ighouse.com/,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.716056,85.3080357
node,845563398,Taishan Hotel,hotel,Not Available,Not Available,015902299,Not Available,24/7,Not Available,Not Available,Not Available,Kathmandu,27.7113111,85.3117495
node,943246297,Pilgrims Guest House,hotel,Not Available,http://www.pilgrimsguesthouse.com/,9841390883,reservation@pilgrimsguesthouse.com,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.717619,85.3115799
node,943246301,Avalon House,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7187929,85.3115107
node,943246319,Kumari Hotel,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7152564,85.3112966
node,943246321,Hotel Manang,hotel,Not Available,Not Available,9851052685,sales@hotelmanang.com,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7177391,85.3101198
node,943246322,Kathmandu Grand Hotel,hotel,"Kathmandu Grand Hotel has become one of the most renowned names in the hospitality industry. Ever since it has been established in 2016, this three star hotel in Kathmandu, Nepal has changed the way moderately priced hotels operated by providing amenities",https://www.kathmandugrandhotel.com,+97714701483,kathmandugrandhotel@gmail.com,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7173404,85.3101843
node,943246323,Marshyangdi Hotel,hotel,Not Available,Not Available,9851057618,sales@hotelmarshyangdi.com,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7170604,85.3101629
node,943246324,Tradition,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7155417,85.3091972
node,949307742,Lailai Hotel,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7099108,85.306275
node,949307744,Ganesh Himal Hotel,hotel,Not Available,Not Available,9851058569,info@hotelganeshhimal.com,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7098396,85.3065477
node,992508276,Potala Guesthouse,hotel,Not Available,https://www.potalaguesthouse.com/,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7122773,85.310626
node,1349642553,Excelsior Hotel,hotel,Not Available,http://www.excelsiornepal.com,+97714257748,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7145164,85.3105455
node,1349658484,Vaishali,hotel,Not Available,Not Available,9851043479,info@hotelvaishali.com,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7166119,85.3111787
node,1349658485,Surya,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7154882,85.311547
node,1349658486,Namaskar,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7161924,85.3112782
node,1349658487,Iceland,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7164382,85.3101463
node,1349658489,Impala,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7175447,85.3101951
node,1349658500,Karma,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7163128,85.3109255
node,1349664584,Thara,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7124799,85.3112618
node,1349680673,Poon Hill,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7115695,85.3090587
node,1349680681,Hotel Blue Diamond,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7123764,85.3120896
node,1349680686,Pisang,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7129315,85.3110456
node,1349680694,Lhasa,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7118221,85.3120405
node,1349680697,Utse,hotel,Not Available,https://utsehotel.com/,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7121432,85.3122725
node,1349680700,Yanki,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7118116,85.3090654
node,1349680726,Norling Guesthouse,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7104358,85.3111012
node,1349680727,My Home,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7130291,85.3110593
node,1349680754,Hotel Elite,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7109599,85.312051
node,1349680757,Norling,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7123965,85.3122679
node,1349697686,Annapurna,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7173881,85.312673
node,1349697700,यती,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7164231,85.3136584
node,1349697713,शक्ति,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7167364,85.3129529
node,1349697722,Samsara Resort,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7168609,85.3109242
node,1349697725,Hotel Dolphin,guest_house,Not Available,Not Available,Not Available,hoteldolphinguesthouse@gmail.com,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7173793,85.3121267
node,1349697726,Kathmandu Aagantuk Hotel,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7174783,85.3111977
node,1349697727,Hotel Norbulinka,hotel,Not Available,Not Available,9802063088;9851082923,reservation@hotelnorbulinka.com,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7172551,85.3124959
node,1349697737,Mandap,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7162296,85.3098996
node,1349697738,Zzang,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7175115,85.3106935
node,1349697742,भिल्ला एभरेस्ट,hotel,Not Available,http://www.villaeverest.com.np,4413471,Not Available,Mo-Fr 09:00-22:30; Sa-Su 09:00-22:30,Not Available,Not Available,Not Available,Kathmandu,27.7170023,85.3130629
node,1350011393,Holy Lodge,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7158876,85.3097549
node,1350011407,Acme Guest House,hotel,Not Available,Not Available,9851076293,acme@wlink.com.np,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7158262,85.3106242
node,1350011409,Prince,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7157449,85.3098144
node,1350011414,Northfield Hotel,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7158128,85.3103243
node,1350027110,ACAP Office,information,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7020475,85.3169983
node,1390371550,Radisson Hotel Kathmandu,hotel,Not Available,https://www.radisson.com/kathmandu,+977 1-4411818,reservation@radkat.com.np; radisson@radkat.com.np; sales@radkat.com.np,24/7,Not Available,Not Available,http://www.radisson.com/kathmandu-hotel-np/nepkathm,Kathmandu,27.7200685,85.3214693
node,1477827143,Hotel Yambu Kathmandu,hotel,Not Available,http://www.hotelyambu.com,9841326314,rajbktm@gmail.com,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7177674,85.3115829
node,1551745116,Haus Namaste,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7050453,85.2965534
node,1622172123,Kathmandu Peace Guest House;Tea & Souvenirs,hotel,Not Available,https://www.hotel-in-nepal.com/,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7164834,85.3107886
node,1810054566,Kharsang Guest House,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7118852,85.3099428
node,1875597201,Royal Mahendra Museum,museum,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7041214,85.3077624
node,1891343758,Vibor Hotel,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7318305,85.3439742
node,1892710734,Subekchya Hostel,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.6875866,85.333969
node,1905155349,Hotel Karnali,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7398257,85.3379978
node,1905315222,Nac express global freight and logistics,information,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.6996957,85.3214436
node,1905355648,Sunrise Boys Hostel,hostel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kathmandu,27.7023989,85.3230965
