place,latitude,longitude,district,accidents,landslide,avalanche,flood,earthquake_damage,hospital,police,fire_station,emergency_risk,natural_disaster_risk,tourism_risk_index,risk_category
Annapurna Circuit Pisang,28.67,84.18,Manang,7.0,15.0,12.0,1.0,9.0,0.0,0.0,0.0,100.0,98.0,99.0,HIGH
Humde Airport,28.67,84.0,Manang,3.0,8.0,4.0,2.0,7.0,2.0,2.0,0.0,80.0,75.0,78.0,HIGH
Braga Village,28.65,84.05,Manang,4.0,10.0,6.0,2.0,8.0,1.0,1.0,0.0,90.0,85.0,87.0,HIGH
Yak Kharka,28.72,84.25,Manang,9.0,18.0,16.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Thorong Phedi,28.78,84.4,Manang,10.0,19.0,18.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Muktinath Area,28.82,83.87,Mustang,2.0,5.0,0.0,3.0,5.0,8.0,6.0,2.0,50.0,45.0,47.0,MEDIUM
Kagbeni Checkpoint,28.84,83.78,Mustang,3.0,7.0,2.0,4.0,6.0,2.0,2.0,0.0,75.0,70.0,73.0,HIGH
Lo Manthang Palace,29.19,83.96,Mustang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,40.0,MEDIUM
Dhakmar Village,29.2,83.9,Mustang,3.0,6.0,1.0,1.0,6.0,0.0,0.0,0.0,100.0,85.0,88.0,HIGH
Ghami Village,29.17,83.93,Mustang,2.0,5.0,0.0,1.0,5.0,0.0,0.0,0.0,100.0,80.0,84.0,HIGH
Kagbeni Mustang Trail,28.84,83.78,Mustang,4.0,8.0,3.0,3.0,7.0,1.0,1.0,0.0,90.0,80.0,84.0,HIGH
Muktinath Pass Route,28.85,83.87,Mustang,5.0,10.0,5.0,2.0,8.0,0.0,0.0,0.0,100.0,90.0,96.0,HIGH
Tatopani Mustang,28.5,83.6,Mustang,3.0,2.0,0.0,14.0,4.0,5.0,4.0,1.0,70.0,70.0,70.0,HIGH
Khopra Ridge,28.43,83.75,Myagdi,6.0,14.0,8.0,2.0,9.0,0.0,0.0,0.0,100.0,95.0,98.0,HIGH
Beni-Jomsom Route,28.55,83.65,Myagdi,7.0,5.0,2.0,15.0,5.0,3.0,3.0,1.0,80.0,75.0,78.0,HIGH
Rupse Waterfall,28.56,83.6,Myagdi,3.0,5.0,0.0,8.0,5.0,5.0,4.0,1.0,60.0,60.0,60.0,MEDIUM
Narchyang Village,28.6,83.62,Myagdi,4.0,10.0,5.0,3.0,7.0,1.0,1.0,0.0,90.0,85.0,87.0,HIGH
Dhaulagiri Icefall,28.7,83.5,Myagdi,10.0,20.0,20.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Mardi View Point,28.45,84.0,Kaski,5.0,12.0,8.0,2.0,8.0,0.0,0.0,0.0,100.0,90.0,96.0,HIGH
Forest Camp Mardi,28.43,84.02,Kaski,6.0,13.0,9.0,2.0,9.0,0.0,0.0,0.0,100.0,95.0,98.0,HIGH
Low Camp Mardi,28.45,84.02,Kaski,5.0,11.0,7.0,2.0,8.0,0.0,0.0,0.0,100.0,90.0,95.0,HIGH
High Camp Mardi,28.45,84.01,Kaski,8.0,16.0,14.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Sarangkot View Tower,28.25,83.95,Kaski,2.0,3.0,0.0,3.0,5.0,25.0,20.0,5.0,25.0,30.0,28.0,LOW
Peace Pagoda Pokhara,28.21,83.94,Kaski,1.0,3.0,0.0,3.0,5.0,30.0,25.0,8.0,20.0,25.0,22.0,LOW
Davis Falls,28.19,83.97,Kaski,4.0,0.0,0.0,5.0,3.0,50.0,40.0,10.0,15.0,20.0,17.0,LOW
Gupteshwor Cave Pokhara,28.19,83.97,Kaski,2.0,1.0,0.0,3.0,5.0,40.0,35.0,10.0,15.0,20.0,17.0,LOW
Begnas Lake,28.14,84.1,Kaski,2.0,0.0,0.0,12.0,2.0,20.0,15.0,5.0,30.0,45.0,38.0,MEDIUM
Rupa Lake,28.13,84.13,Kaski,2.0,0.0,0.0,10.0,2.0,20.0,15.0,5.0,25.0,40.0,35.0,LOW
Annapurna Conservation Area,28.6,84.0,Kaski,8.0,16.0,12.0,2.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Trekking Route Sikles,28.35,84.15,Kaski,5.0,12.0,6.0,3.0,8.0,1.0,1.0,0.0,95.0,85.0,89.0,HIGH
Sikles Village,28.35,84.15,Kaski,3.0,8.0,2.0,4.0,6.0,2.0,2.0,0.0,80.0,75.0,78.0,HIGH
Lamjung Himal Route,28.3,84.35,Lamjung,7.0,15.0,10.0,2.0,9.0,0.0,0.0,0.0,100.0,95.0,98.0,HIGH
Ghalegaun Village,28.3,84.4,Lamjung,2.0,5.0,0.0,3.0,5.0,10.0,8.0,2.0,50.0,45.0,47.0,MEDIUM
Bhujung Village,28.28,84.42,Lamjung,3.0,7.0,1.0,3.0,6.0,5.0,4.0,1.0,65.0,60.0,62.0,MEDIUM
Kapuche Glacier Lake,28.4,84.25,Lamjung,7.0,15.0,12.0,2.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Taal Village,28.35,84.4,Lamjung,5.0,10.0,5.0,4.0,8.0,1.0,1.0,0.0,90.0,85.0,87.0,HIGH
Besisahar,28.23,84.37,Lamjung,2.0,4.0,0.0,6.0,5.0,20.0,15.0,5.0,35.0,40.0,37.0,MEDIUM
Marsyangdi River,28.25,84.4,Lamjung,6.0,2.0,0.0,18.0,4.0,5.0,4.0,1.0,80.0,75.0,78.0,HIGH
Tansen City Walk,27.87,83.55,Palpa,1.0,2.0,0.0,3.0,4.0,20.0,15.0,5.0,20.0,25.0,22.0,LOW
Rani Mahal Palpa,27.85,83.54,Palpa,2.0,2.0,0.0,12.0,3.0,10.0,8.0,2.0,60.0,60.0,60.0,MEDIUM
Satyawati Tal,28.0,83.25,Gulmi,3.0,6.0,0.0,4.0,5.0,5.0,4.0,1.0,60.0,55.0,58.0,MEDIUM
Tamghas View,28.08,83.25,Gulmi,2.0,5.0,0.0,4.0,5.0,8.0,6.0,2.0,50.0,45.0,47.0,MEDIUM
Resunga Hill,28.07,83.25,Gulmi,4.0,8.0,2.0,3.0,6.0,2.0,2.0,0.0,75.0,70.0,73.0,HIGH
Supa Deurali Temple,28.1,83.12,Arghakhanchi,2.0,5.0,0.0,4.0,5.0,8.0,6.0,2.0,50.0,45.0,47.0,MEDIUM
Jaluke Area,28.05,83.0,Arghakhanchi,3.0,7.0,1.0,4.0,6.0,3.0,3.0,1.0,65.0,65.0,65.0,HIGH
Kapilvastu Tilaurakot,27.55,83.05,Kapilvastu,0.0,0.0,0.0,8.0,2.0,20.0,15.0,5.0,20.0,25.0,22.0,LOW
Taulihawa Museum,27.55,83.05,Kapilvastu,0.0,0.0,0.0,5.0,2.0,30.0,25.0,8.0,10.0,15.0,12.0,LOW
Lumbini Garden,27.4698,83.276,Rupandehi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,40.0,MEDIUM
Maya Devi Temple,27.483,83.276,Rupandehi,0.0,0.0,0.0,2.0,1.0,40.0,30.0,8.0,10.0,10.0,10.0,LOW
Devdaha Heritage Area,27.62,83.52,Rupandehi,1.0,0.0,0.0,8.0,2.0,20.0,15.0,5.0,25.0,35.0,30.0,LOW
Bhoje Village Trail,28.42,84.5,Lamjung,5.0,9.0,2.0,4.0,7.0,15.0,10.0,3.0,60.0,65.0,68.0,HIGH
Ghermu Village Route,28.45,84.52,Lamjung,4.0,8.0,0.0,6.0,6.0,20.0,15.0,5.0,50.0,60.0,65.0,HIGH
Nauthar Rural Trail,28.35,84.4,Lamjung,3.0,6.0,0.0,5.0,5.0,30.0,25.0,10.0,35.0,45.0,50.0,MEDIUM
Besisahar Rural View,28.23,84.37,Lamjung,2.0,3.0,0.0,8.0,4.0,70.0,60.0,20.0,10.0,30.0,35.0,MEDIUM
Turture Village Camp,28.2,84.4,Lamjung,6.0,10.0,3.0,5.0,7.0,10.0,8.0,3.0,65.0,70.0,72.0,HIGH
Gorkha Laprak Ridge,28.25,84.7,Gorkha,12.0,16.0,8.0,2.0,9.0,5.0,5.0,2.0,85.0,90.0,92.0,HIGH
Sama Gaun Rural Route,28.61,84.63,Gorkha,16.0,20.0,15.0,0.0,10.0,0.0,0.0,0.0,100.0,100.0,98.0,HIGH
Bihi Village Camp,28.62,84.72,Gorkha,17.0,20.0,18.0,0.0,10.0,0.0,0.0,0.0,100.0,100.0,99.0,HIGH
Kro Village Trail,28.58,84.68,Gorkha,14.0,18.0,12.0,0.0,10.0,0.0,0.0,0.0,100.0,95.0,95.0,HIGH
Chhekampar Settlement,28.56,84.62,Gorkha,15.0,19.0,12.0,0.0,10.0,0.0,0.0,0.0,100.0,95.0,96.0,HIGH
Barpak View Hill,28.21,84.72,Gorkha,6.0,10.0,3.0,4.0,7.0,10.0,8.0,3.0,65.0,70.0,72.0,HIGH
Ghyachok Village,28.3,84.65,Gorkha,5.0,9.0,2.0,5.0,6.0,15.0,10.0,3.0,60.0,65.0,68.0,HIGH
Saurpani Rural Route,28.2,84.65,Gorkha,3.0,7.0,0.0,6.0,5.0,25.0,20.0,5.0,45.0,55.0,60.0,MEDIUM
Kerauja Village,28.3,84.75,Gorkha,8.0,13.0,5.0,3.0,8.0,5.0,5.0,2.0,70.0,80.0,82.0,HIGH
Lapulek Rural Camp,28.25,84.8,Gorkha,10.0,15.0,6.0,2.0,9.0,0.0,0.0,0.0,100.0,85.0,88.0,HIGH
Dhawa Village Trail,28.7,84.65,Manaslu,12.0,16.0,8.0,0.0,9.0,0.0,0.0,0.0,100.0,90.0,92.0,HIGH
Prok Rural Settlement,28.58,84.7,Gorkha,11.0,15.0,7.0,1.0,9.0,0.0,0.0,0.0,100.0,90.0,92.0,HIGH
Namrung Village,28.62,84.62,Gorkha,9.0,14.0,5.0,2.0,8.0,5.0,5.0,2.0,75.0,80.0,85.0,HIGH
Lho Village Trail,28.65,84.6,Gorkha,8.0,12.0,5.0,2.0,8.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Shyala Village,28.68,84.57,Gorkha,10.0,15.0,8.0,1.0,9.0,0.0,0.0,0.0,100.0,90.0,92.0,HIGH
Tsum Valley Rural Camp,28.52,84.65,Gorkha,15.0,18.0,12.0,0.0,10.0,0.0,0.0,0.0,100.0,95.0,95.0,HIGH
Lokpa Village Route,28.53,84.6,Gorkha,12.0,16.0,8.0,1.0,9.0,0.0,0.0,0.0,100.0,90.0,92.0,HIGH
Nile Rural Camp,28.95,84.35,Manang,14.0,18.0,12.0,0.0,10.0,0.0,0.0,0.0,100.0,95.0,95.0,HIGH
Meta Village Route,28.85,84.25,Manang,12.0,16.0,8.0,0.0,9.0,0.0,0.0,0.0,100.0,90.0,92.0,HIGH
Koto Rural Settlement,28.8,84.25,Manang,7.0,12.0,5.0,2.0,8.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Timang Village,28.75,84.25,Manang,6.0,10.0,3.0,2.0,7.0,5.0,5.0,2.0,65.0,70.0,72.0,HIGH
Dharapani Rural Route,28.55,84.3,Manang,5.0,8.0,2.0,3.0,6.0,10.0,8.0,3.0,65.0,70.0,72.0,HIGH
Ghale Village Trail,28.6,84.2,Manang,8.0,12.0,4.0,2.0,8.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Khangsar Rural Homestay,28.65,84.0,Manang,9.0,14.0,6.0,1.0,8.0,0.0,0.0,0.0,100.0,85.0,88.0,HIGH
Chame Village Area,28.55,84.23,Manang,4.0,8.0,2.0,3.0,6.0,15.0,10.0,3.0,55.0,65.0,68.0,HIGH
Tanki Manang Trail,28.7,84.05,Manang,13.0,17.0,10.0,0.0,9.0,0.0,0.0,0.0,100.0,95.0,95.0,HIGH
Nar Rural Homestay,28.95,84.35,Manang,16.0,20.0,15.0,0.0,10.0,0.0,0.0,0.0,100.0,100.0,98.0,HIGH
Phu Village Camp,28.96,84.35,Manang,18.0,20.0,18.0,0.0,10.0,0.0,0.0,0.0,100.0,100.0,99.0,HIGH
Bhairahawa Tourism Area,27.5,83.45,Rupandehi,1.0,0.0,0.0,8.0,2.0,40.0,30.0,8.0,15.0,20.0,17.0,LOW
Bhairahawa Siddharthanagar,27.5,83.45,Rupandehi,1.0,0.0,0.0,6.0,2.0,50.0,40.0,10.0,10.0,15.0,12.0,LOW
Palpa Ranighat,27.85,83.54,Palpa,2.0,3.0,0.0,8.0,4.0,12.0,10.0,3.0,45.0,45.0,45.0,MEDIUM
Ghorahi Dang,28.04,82.48,Dang,1.0,0.0,0.0,10.0,3.0,30.0,25.0,8.0,20.0,25.0,22.0,LOW
Tulsipur Dang,28.13,82.3,Dang,2.0,0.0,0.0,12.0,3.0,30.0,25.0,8.0,30.0,35.0,32.0,LOW
Rapti Valley Dang,28.05,82.5,Dang,3.0,1.0,0.0,14.0,4.0,20.0,15.0,5.0,55.0,55.0,55.0,MEDIUM
Charinge Danda,28.1,82.4,Dang,3.0,5.0,0.0,5.0,5.0,10.0,8.0,2.0,60.0,55.0,58.0,MEDIUM
Purandhara Waterfall,28.15,82.25,Dang,4.0,7.0,0.0,8.0,6.0,5.0,4.0,1.0,70.0,65.0,68.0,HIGH
Bardia National Park,28.4,81.3,Bardiya,3.0,0.0,0.0,10.0,2.0,12.0,10.0,3.0,40.0,45.0,42.0,MEDIUM
Bardia Karnali River,28.35,81.3,Bardiya,5.0,0.0,0.0,18.0,3.0,5.0,4.0,1.0,70.0,75.0,73.0,HIGH
Thakurdwara Bardia,28.45,81.3,Bardiya,2.0,0.0,0.0,8.0,2.0,15.0,12.0,3.0,35.0,40.0,38.0,MEDIUM
Babai Valley,28.35,81.4,Bardiya,4.0,0.0,0.0,15.0,2.0,8.0,6.0,2.0,60.0,65.0,62.0,MEDIUM
Shuklaphanta Grassland,28.85,80.25,Kanchanpur,2.0,0.0,0.0,12.0,2.0,15.0,12.0,3.0,45.0,50.0,48.0,MEDIUM
Mahendranagar Area,28.96,80.18,Kanchanpur,1.0,0.0,0.0,8.0,2.0,35.0,30.0,8.0,15.0,20.0,17.0,LOW
Dodhara Chandani Bridge,28.98,80.15,Kanchanpur,2.0,0.0,0.0,15.0,2.0,20.0,15.0,5.0,45.0,55.0,50.0,MEDIUM
Karnali Bridge,28.6,81.0,Kailali,5.0,0.0,0.0,18.0,3.0,8.0,6.0,2.0,70.0,70.0,70.0,HIGH
Seti River Area,28.65,81.2,Kailali,4.0,0.0,0.0,15.0,3.0,10.0,8.0,2.0,60.0,65.0,62.0,MEDIUM
Khaptad Lake,29.27,81.12,Doti,5.0,12.0,6.0,2.0,8.0,0.0,0.0,0.0,100.0,90.0,95.0,HIGH
Badimalika Temple,29.5,81.4,Bajura,8.0,16.0,12.0,2.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Bajura Martadi,29.42,81.6,Bajura,4.0,10.0,3.0,4.0,7.0,1.0,1.0,0.0,90.0,85.0,87.0,HIGH
Budhinanda Lake,29.5,81.5,Bajura,7.0,15.0,10.0,2.0,9.0,0.0,0.0,0.0,100.0,95.0,98.0,HIGH
Ramaroshan Lake,29.3,81.05,Achham,5.0,11.0,3.0,5.0,7.0,1.0,1.0,0.0,90.0,85.0,87.0,HIGH
Achham Mangalsen,29.12,81.25,Achham,2.0,6.0,0.0,5.0,6.0,5.0,4.0,1.0,60.0,55.0,58.0,MEDIUM
Api Nampa Conservation Area,29.85,80.9,Darchula,10.0,20.0,20.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Darchula Khalanga,29.3,80.6,Darchula,2.0,5.0,0.0,7.0,5.0,8.0,6.0,2.0,55.0,55.0,55.0,MEDIUM
Tinkar Valley,30.0,80.7,Darchula,10.0,19.0,18.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Limi Valley Humla,30.15,81.25,Humla,10.0,19.0,18.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Hilsa Border Area,30.05,81.25,Humla,8.0,17.0,14.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Mugu Gamgadhi,29.52,82.08,Mugu,2.0,6.0,1.0,5.0,6.0,5.0,4.0,1.0,60.0,60.0,60.0,MEDIUM
Rara Lake View,29.5269,82.0835,Mugu,5.0,8.0,1.0,5.0,6.0,0.0,0.0,0.0,100.0,95.0,98.0,HIGH
Chhayanath Temple,29.55,82.2,Mugu,3.0,8.0,2.0,5.0,7.0,1.0,1.0,0.0,85.0,80.0,82.0,HIGH
Dolpa Shey Phoksundo,29.2,82.95,Dolpa,9.0,18.0,16.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Phoksundo Lake,29.22,82.95,Dolpa,8.0,17.0,13.0,2.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Dunai Dolpa,29.0,82.82,Dolpa,2.0,6.0,1.0,4.0,7.0,5.0,4.0,1.0,65.0,60.0,62.0,MEDIUM
Juphal Airport,29.28,82.18,Dolpa,3.0,8.0,2.0,3.0,6.0,2.0,2.0,0.0,80.0,75.0,78.0,HIGH
Shey Gompa Route,29.35,82.95,Dolpa,10.0,19.0,18.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Dho Tarap Dolpa,29.1,83.0,Dolpa,8.0,17.0,14.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Tarap Valley,29.12,83.02,Dolpa,7.0,15.0,12.0,2.0,9.0,0.0,0.0,0.0,100.0,95.0,98.0,HIGH
Kang La Pass Dolpa,29.2,83.1,Dolpa,10.0,20.0,20.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Musikot Valley,28.62,82.48,Rukum West,2.0,5.0,0.0,4.0,5.0,8.0,6.0,2.0,50.0,45.0,47.0,MEDIUM
Sisne Himal Trail,28.7,82.6,Rukum West,8.0,16.0,12.0,2.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Jaljala Mountain,28.8,82.5,Rukum West,7.0,15.0,10.0,2.0,9.0,0.0,0.0,0.0,100.0,95.0,98.0,HIGH
Jajarkot Khalanga,28.65,82.25,Jajarkot,3.0,8.0,2.0,6.0,7.0,1.0,1.0,0.0,85.0,80.0,82.0,HIGH
Nalgad River,28.7,82.2,Jajarkot,5.0,3.0,0.0,15.0,4.0,3.0,3.0,1.0,80.0,75.0,78.0,HIGH
Dailekh Dullu,28.85,81.7,Dailekh,3.0,8.0,2.0,5.0,7.0,1.0,1.0,0.0,85.0,80.0,82.0,HIGH
Jwala Malika,28.95,81.7,Dailekh,3.0,7.0,1.0,4.0,6.0,2.0,2.0,0.0,75.0,70.0,73.0,HIGH
Surkhet Bulbule Lake,28.6,81.63,Surkhet,1.0,1.0,0.0,4.0,3.0,20.0,15.0,5.0,15.0,20.0,17.0,LOW
Kakrebihar Forest,28.6,81.6,Surkhet,1.0,2.0,0.0,3.0,4.0,15.0,12.0,3.0,25.0,25.0,25.0,LOW
Rara Karnali Route,29.1,82.1,Mugu,7.0,14.0,8.0,3.0,8.0,0.0,0.0,0.0,100.0,90.0,95.0,HIGH
Jumla Sinja Valley,29.28,82.18,Jumla,4.0,10.0,3.0,3.0,7.0,1.0,1.0,0.0,90.0,85.0,87.0,HIGH
Chandannath Temple,29.28,82.18,Jumla,2.0,5.0,0.0,4.0,5.0,8.0,6.0,2.0,55.0,50.0,52.0,MEDIUM
Patmara Lake,29.25,82.3,Jumla,6.0,13.0,7.0,2.0,9.0,0.0,0.0,0.0,100.0,95.0,98.0,HIGH
Khalanga Jumla,29.28,82.18,Jumla,2.0,5.0,0.0,4.0,6.0,10.0,8.0,2.0,50.0,50.0,50.0,MEDIUM
Khaptad Trek Route,29.25,81.1,Doti,6.0,13.0,5.0,3.0,8.0,0.0,1.0,0.0,95.0,85.0,89.0,HIGH
Badi Malika Trail,29.5,81.4,Bajura,8.0,16.0,12.0,2.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Budhinanda Temple,29.5,81.5,Bajura,7.0,15.0,10.0,2.0,9.0,0.0,0.0,0.0,100.0,95.0,98.0,HIGH
Saipal Base Camp,30.0,81.2,Bajhang,10.0,19.0,18.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Bajhang Chainpur,29.55,81.2,Bajhang,3.0,8.0,2.0,4.0,7.0,2.0,2.0,0.0,80.0,75.0,78.0,HIGH
Ramaroshan Tourism Area,29.3,81.05,Achham,5.0,11.0,3.0,5.0,7.0,1.0,1.0,0.0,90.0,85.0,87.0,HIGH
Seti River Trail,29.4,81.3,Bajhang,5.0,2.0,0.0,15.0,4.0,3.0,3.0,1.0,75.0,75.0,75.0,HIGH
Api Himal Camp,29.85,80.9,Darchula,10.0,20.0,20.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Shuklaphanta Wildlife Area,28.9,80.25,Kanchanpur,3.0,0.0,0.0,12.0,2.0,10.0,8.0,2.0,45.0,50.0,48.0,MEDIUM
Mahendranagar Park,28.96,80.18,Kanchanpur,1.0,0.0,0.0,8.0,2.0,35.0,30.0,8.0,15.0,20.0,17.0,LOW
Karnali Chisapani,28.65,81.3,Kailali,5.0,0.0,0.0,18.0,3.0,8.0,6.0,2.0,70.0,70.0,70.0,HIGH
Tikapur Garden,28.52,81.12,Kailali,1.0,0.0,0.0,8.0,2.0,20.0,15.0,5.0,20.0,30.0,25.0,LOW
Bardiya Tiger Area,28.4,81.3,Bardiya,3.0,0.0,0.0,10.0,2.0,12.0,10.0,3.0,40.0,45.0,42.0,MEDIUM
Babai River Safari,28.35,81.4,Bardiya,4.0,0.0,0.0,15.0,2.0,8.0,6.0,2.0,60.0,65.0,62.0,MEDIUM
Thakurdwara Village,28.45,81.3,Bardiya,2.0,0.0,0.0,8.0,2.0,15.0,12.0,3.0,35.0,40.0,38.0,MEDIUM
Birgunj Clock Tower,27.01,84.88,Parsa,1.0,0.0,0.0,5.0,2.0,35.0,30.0,8.0,10.0,10.0,10.0,LOW
Gadhimai Temple,27.05,85.0,Bara,1.0,0.0,0.0,10.0,2.0,25.0,20.0,5.0,20.0,30.0,25.0,LOW
Simara Airport Area,27.16,84.98,Bara,1.0,0.0,0.0,7.0,2.0,30.0,25.0,8.0,10.0,15.0,12.0,LOW
Jaleshwar Mahadev,26.65,85.8,Mahottari,1.0,0.0,0.0,12.0,2.0,20.0,15.0,5.0,30.0,40.0,35.0,LOW
Bardibas Forest Area,26.98,85.92,Mahottari,2.0,0.0,0.0,10.0,3.0,15.0,12.0,3.0,35.0,40.0,38.0,MEDIUM
Namaste Waterfall,26.9,87.3,Sunsari,3.0,6.0,0.0,5.0,5.0,8.0,6.0,2.0,60.0,55.0,58.0,MEDIUM
Tinjure Milke Jaljale,27.25,87.4,Tehrathum,6.0,13.0,7.0,2.0,8.0,0.0,0.0,0.0,100.0,95.0,98.0,HIGH
Basantapur Hill,27.15,87.35,Tehrathum,3.0,8.0,2.0,3.0,6.0,5.0,4.0,1.0,70.0,65.0,68.0,HIGH
Mai Pokhari,26.97,87.95,Ilam,2.0,3.0,0.0,5.0,3.0,10.0,8.0,2.0,35.0,30.0,32.0,LOW
Kanyam Tea Garden,26.9,87.93,Ilam,1.0,1.0,0.0,3.0,2.0,20.0,15.0,5.0,10.0,15.0,12.0,LOW
Sandakpur Hill,26.95,87.9,Ilam,5.0,12.0,4.0,2.0,8.0,0.0,0.0,0.0,100.0,90.0,95.0,HIGH
Pathibhara Temple,27.43,87.82,Taplejung,8.0,17.0,14.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Kangchenjunga Base Camp,27.6,87.8,Taplejung,10.0,20.0,20.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Makalu Base Camp,27.55,87.1,Sankhuwasabha,10.0,19.0,18.0,1.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Makalu Barun National Park,27.6,87.0,Sankhuwasabha,8.0,17.0,15.0,2.0,10.0,0.0,0.0,0.0,100.0,100.0,100.0,HIGH
Tumlingtar Area,27.3,87.2,Sankhuwasabha,2.0,4.0,0.0,6.0,5.0,10.0,8.0,2.0,50.0,50.0,50.0,MEDIUM
Arun River Corridor,27.4,87.1,Sankhuwasabha,5.0,2.0,0.0,15.0,4.0,3.0,3.0,1.0,80.0,75.0,78.0,HIGH
Okhaldhunga Trail,27.32,86.5,Okhaldhunga,1.0,4.0,0.0,4.0,5.0,10.0,8.0,2.0,45.0,40.0,42.0,MEDIUM
Pike Peak,27.6,86.6,Solukhumbu,7.0,15.0,10.0,2.0,9.0,0.0,0.0,0.0,100.0,95.0,98.0,HIGH
Namche Bazaar,27.806,86.714,Solukhumbu,5.0,10.0,5.0,2.0,7.0,1.0,1.0,0.0,85.0,75.0,80.0,HIGH
Tengboche Monastery,27.836,86.764,Solukhumbu,6.0,13.0,8.0,2.0,9.0,0.0,0.0,0.0,100.0,95.0,98.0,HIGH
Khopra Rural Ridge,28.45,83.62,Myagdi,10.0,15.0,5.0,2.0,8.0,5.0,5.0,2.0,70.0,80.0,82.0,HIGH
Paudwar Village Trail,28.48,83.65,Myagdi,7.0,12.0,3.0,4.0,8.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Nangi Community Forest,28.46,83.55,Myagdi,6.0,10.0,2.0,3.0,7.0,10.0,8.0,3.0,65.0,70.0,72.0,HIGH
Banskharka Homestay,28.43,83.62,Myagdi,4.0,7.0,0.0,5.0,6.0,20.0,15.0,5.0,50.0,60.0,65.0,HIGH
Kunjo Village Route,28.65,83.65,Mustang,5.0,8.0,2.0,3.0,6.0,15.0,10.0,3.0,55.0,65.0,68.0,HIGH
Maring Village Trail,28.72,83.7,Mustang,7.0,12.0,4.0,2.0,8.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Titi Lake Rural Area,28.75,83.7,Mustang,8.0,12.0,3.0,4.0,8.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Sekong Village Camp,28.9,83.85,Mustang,10.0,15.0,6.0,0.0,8.0,0.0,0.0,0.0,100.0,85.0,88.0,HIGH
Namdo Village Trail,29.15,83.85,Mustang,11.0,16.0,7.0,0.0,9.0,0.0,0.0,0.0,100.0,90.0,92.0,HIGH
Garphu Rural Route,29.2,83.8,Mustang,12.0,16.0,8.0,0.0,9.0,0.0,0.0,0.0,100.0,90.0,92.0,HIGH
Muktinath Rural Settlement,28.82,83.87,Mustang,6.0,10.0,3.0,1.0,8.0,10.0,8.0,3.0,65.0,70.0,72.0,HIGH
Lomanthang Rural Village,29.19,83.96,Mustang,4.0,7.0,0.0,0.0,7.0,10.0,8.0,3.0,65.0,70.0,72.0,HIGH
Thini Village Route,28.78,83.73,Mustang,3.0,5.0,0.0,5.0,5.0,30.0,25.0,10.0,35.0,45.0,50.0,MEDIUM
Khinga Village,28.85,83.85,Mustang,4.0,6.0,0.0,2.0,6.0,20.0,15.0,5.0,45.0,55.0,60.0,MEDIUM
Lete Rural Trail,28.62,83.65,Mustang,5.0,9.0,2.0,5.0,7.0,15.0,10.0,3.0,60.0,70.0,72.0,HIGH
Mardi Rural Village Route,28.45,83.95,Kaski,9.0,14.0,5.0,2.0,8.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
Khumai Danda Trail,28.4,84.0,Kaski,12.0,16.0,8.0,2.0,9.0,0.0,0.0,0.0,100.0,90.0,92.0,HIGH
Sikles Community Village,28.45,84.05,Kaski,7.0,12.0,4.0,3.0,8.0,5.0,5.0,2.0,70.0,75.0,78.0,HIGH
