name,amenity,tourism,office,emergency,phone,email,website,opening_hours,operator,brand,addr:street,addr:city,addr:postcode,latitude,longitude
AI boutique Hotel,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7158661,85.3100036
Siddhartha Bank,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.6826973,85.3331523
Sunrise Bank,atm,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.6825337,85.3328699
Not Available,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Lamtangin Marg,Not Available,Not Available,27.7313045,85.3365247
Nepal SBI Bank,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7027666,85.3224963
Prime Bank,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.701085,85.322512
ARYAL INT'L HOTEL,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.6864886,85.3352586
Hotel Sunset View,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.6852466,85.3346613
Mega Bank Nepal Limited,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.688969,85.3354886
माछापुच्छ्रे बैंक,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.6879434,85.3356525
HOTEL RANI MAHAL PVT. LTD.,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.6861418,85.335236
Kathmandu Diagnostic Center,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.685377,85.3348048
Jyoti Bikash Bank Maharajgunj Branch,bank,Not Available,Not Available,Not Available,+977 01-4017507,mahendra@jbbl.com.np,https://jbbl.com.np/,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7428793,85.3395411
Emperial Guest Housde,Not Available,guest_house,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7135034,85.3132615
Not Available,atm,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Laxmi Bank ATM,Not Available,Not Available,Not Available,Not Available,27.6922026,85.3363337
Not Available,Not Available,apartment,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ring Road,Not Available,Not Available,27.6768936,85.3472692
Nabil Bank Limited,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.721016,85.3316685
Kindercare Clinic,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7175539,85.3395189
Hotel Butsugen,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7232841,85.3591498
Boudha Boutique Hotel,Not Available,hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7258141,85.3611872
Siddhartha Bank,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7120794,85.3356615
एनआईसी एसिया बैंक,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7122781,85.3351011
We Care,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7122199,85.330137
Agriculture Development Bank,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7118877,85.328358
Bank of Kathmandu,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7114063,85.3334242
NIC Asia Bank,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7093697,85.3289804
Public Debt Management Office,Not Available,Not Available,government,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7111773,85.3281184
Not Available,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Bishalnagar Marg,Not Available,Not Available,27.7180533,85.3328712
Not Available,atm,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Global IMe Bank,Not Available,Not Available,Not Available,27.709501,85.3078847
wada karya laya,Not Available,Not Available,government,Not Available,Not Available,Not Available,Not Available,10:00-17:00,Not Available,Not Available,thatani,kathmandu,Not Available,27.7072209,85.3077601
Not Available,atm,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,24/7,Nepal Investment Bank,Not Available,Not Available,Not Available,Not Available,27.737453,85.341141
Not Available,pharmacy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7193269,85.3281973
सानिमा बैंक,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Mo-Su 10:00-16:00,Not Available,Not Available,Not Available,Not Available,Not Available,27.6954256,85.3278263
Not Available,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7127891,85.3236348
Not Available,atm,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NIC Asia Bank,Not Available,Not Available,Not Available,Not Available,27.7128358,85.3236476
Not Available,atm,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Rastriya Banijya Bank,Not Available,Not Available,Not Available,Not Available,27.6982535,85.3210718
Not Available,atm,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Bank of Kathmandu,Not Available,Not Available,Not Available,Not Available,27.6960877,85.3211292
कुमारी बैंक,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Mo-Su 10:00-16:00,Not Available,Not Available,Ram Shah Path,Not Available,Not Available,27.6998797,85.3218065
Not Available,atm,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Bank of Kathmandu,Not Available,Not Available,Not Available,Not Available,27.6998023,85.3271206
Not Available,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Mo-Su 10:00-16:00,Not Available,Not Available,Not Available,Not Available,Not Available,27.6997953,85.3271672
Rhythm Pharmacy,pharmacy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7082617,85.3352604
Not Available,atm,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NIC Asia Bank,Not Available,Not Available,Not Available,Not Available,27.7080763,85.3352574
Rukmani Pharmacy,pharmacy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.708292,85.3346559
Ankur bachat tatha rin sahakari,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Dhumbharai Marg,Not Available,Not Available,27.7239142,85.339177
Rajak Pharmacy,pharmacy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7259878,85.3446799
Ganga Diagnostic Center,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7287273,85.3256089
Not Available,bank,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7279881,85.3241497
Not Available,atm,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kumari Bank Limited,Not Available,Not Available,Not Available,Not Available,27.7279887,85.3241715
Not Available,pharmacy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7261375,85.3230371
Not Available,clinic,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7275572,85.3239369
Not Available,pharmacy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7256894,85.3229972
Not Available,pharmacy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7274844,85.3238201
Not Available,pharmacy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7291532,85.3250102
